UT,AU,TI,PY,DI,study_number,TC_2020,sample_size,RV_dist_location,RV,AB,SO
WOS:000404691800007,"Sosnowski, T; Rynkiewicz, A; Wordecha, M; Kwkowicz, A; Majewska, A; Pstragowska, A; Oleksy, T; Wypych, M; Marchewka, A",Patterns of brain and cardiovascular activation while solving rule-discovery and rule-application numeric tasks,2017,10.1016/j.ijpsycho.2017.04.006,1,0,18,bottom,0,"It is known that solving mental tasks leads to tonic increase in cardiovascular activity. Our previous research showed that tasks involving rule application (RA) caused greater tonic increase in cardiovascular activity than tasks requiring rule discovery (RD). However, it is not clear what brain mechanisms are responsible for this difference. The aim of two experimental studies was to compare the patterns of brain and cardiovascular activity while both RD and the RA numeric tasks were being solved. The fMRI study revealed greater brain activation while solving RD tasks than while solving RA tasks. In particular, RD tasks evoked greater activation of the left inferior frontal gyrus and selected areas in the parietal, and temporal cortices, including the precuneus, supramarginal gyrus, angular gyrus, inferior parietal lobule, and the superior temporal gyrus, and the cingulate cortex. In addition, RA tasks caused larger increases in HR than RD tasks. The second study, carried out in a cardiovascular laboratory, showed greater increases in heart rate (HR), systolic blood pressure (SBP), diastolic blood pressure (DBP), and mean arterial pressure (MAP) while solving RA tasks than while solving RD tasks. The results support the hypothesis that RD and RA tasks involve different modes of information processing, but the neuronal mechanism responsible for the observed greater cardiovascular response to RA tasks than to RD tasks is not completely clear.",INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY
WOS:000381270200004,"Pinazo, D; Barros-Loscertales, A; Peris, R; Ventura-Campos, N; Avila, C",Neuroticism Predisposes to Donation More Than Agreeableness: An fMRI Study,2016,10.1037/npe0000054,1,0,18,bottom,0,"Using functional MRI (fMRI) in Study 1, we examined the effect of 2 personality dimensions related to altruism, such as Agreeableness and Neuroticism, on the neural response to videos, including images of situations from developing countries and audio recordings of sentences employed by Non-governmental Organizations (NGOs) to request help. For all the participants, the brain response across the whole brain was not significantly different in the donor and control videos. Multiple regression analyses revealed that while Agreeableness was related to the activation of mentalizing brain areas (i.e., the precuneus), Neuroticism was related more to the activation of the brain areas related to reward and donation. Study 2 was a psychometric study and confirmed that Neuroticism showed a greater association with donation behavior and sponsoring children from developing countries than Agreeableness. Our results may serve to gain a better understanding of the relationship between personality traits and altruistic behavior.",JOURNAL OF NEUROSCIENCE PSYCHOLOGY AND ECONOMICS
WOS:000451061700020,"Takeuchi, H; Taki, Y; Nouchi, R; Yokoyama, R; Kotozaki, Y; Nakagawa, S; Sekiguchi, A; Iizuka, K; Hanawa, S; Araki, T; Miyauchi, CM; Sakaki, K; Sassa, Y; Nozawa, T; Ikeda, S; Yokota, S; Daniele, M; Kawashima, R",General intelligence is associated with working memory-related brain activity: new evidence from a large sample study,2018,10.1007/s00429-018-1747-5,1,2,1235,bottom,0.000539811,"Psychometric intelligence is closely related to working memory capacity. Here we aim to determine the associations of neural activation patterns during the N-back working memory paradigm with psychometric intelligence and working memory performance. We solved the statistical problems of previous studies using (1) a large cohort of 1235 young adults and (2) robust voxel-by-voxel permutation-based statistics at the whole-brain level. Many of the significant correlations were weak, and our findings were not consistent with those of previous studies. We observed that many of the significant correlations involved brain areas in the periphery or boundaries between the task-positive network (TPN) and task-negative network (TNN), suggesting that the expansion of the TPN or TNN is associated with greater cognitive ability. Lower activity in TPN and less task-induced deactivation (TID) in TNN were associated with greater cognitive ability. These findings indicate that subjects with greater cognitive ability have a lower brain response to task demand, consistent with the notion that TID in TNN reflects cognitive demand but partly inconsistent with the prevailing neural efficiency theory. One exception was the pre-supplementary motor area, which plays a key role in cognitive control and sequential processing. In this area, intelligent subjects demonstrated greater activity related to working memory, suggesting that the pre-supplementary motor area plays a unique role in the execution of working memory tasks in intelligent subjects.",BRAIN STRUCTURE & FUNCTION
WOS:000445764300003,"Macare, C; Ducci, F; Zhang, YN; Ruggeri, B; Jia, TY; Kaakinen, M; Kalsi, G; Charoen, P; Casoni, F; Peters, J; Bromberg, U; Hil, M; Buxton, J; Blakemore, A; Veijola, J; Buchel, C; Banaschewski, T; Bokde, ALW; Conrod, P; Flor, H; Frouin, V; Gallinat, J; Garavan, H; Gowland, PA; Heinz, A; Itternnann, B; Lathrop, M; Martinot, JL; Paus, T; Desrivieres, S; Munafo, M; Jarvelin, MR; Schumanna, G",A neurobiological pathway to smoking in adolescence: TTC12-ANKK1-DRD2 variants and reward response,2018,10.1016/j.euroneuro.2018.07.101,1,3,1263,bottom,0.000791766,"The TTC12-ANKK1-DRD2 gene-cluster has been implicated in adult smoking. Here, we investigated the contribution of individual genes in the TTC12-ANKK1-DRD2 cluster in smoking and their association with smoking-associated reward processing in adolescence. A meta-analysis of TTC12-ANKK1-DRD2 variants and self-reported smoking behaviours was performed in four European adolescent cohorts (N = 14,084). The minor G-allele of rs2236709, mapping TTC12, was associated with self-reported smoking (p = 5.0 x 10(-4)) and higher plasma cotinine levels (p = 7.0 x 10(-5)). This risk allele was linked to an increased ventral-striatal blood-oxygen level-dependent (BOLD) response during reward anticipation (n = 1,263) and with higher DRD2 gene expression in the striatum (p = 0.013), but not with TTC12 or ANKK gene expression. These data suggest a role for the TTC12-ANKK1-DRD2 gene-cluster in adolescent smoking behaviours, provide evidence for the involvement of DRD2 in the early stages of addiction and support the notion that genetically-driven inter-individual differences in dopaminergic transmission mediate reward sensitivity and risk to smoking. (c) 2018 The Authors. Published by Elsevier B.V.",EUROPEAN NEUROPSYCHOPHARMACOLOGY
WOS:000412182900007,"Sadaghiani, S; Ng, B; Altmann, A; Poline, JB; Banaschewski, T; Bokde, ALW; Bromberg, U; Buchel, C; Quinlan, EB; Conrod, P; Desrivieres, S; Flor, H; Frouin, V; Garavan, H; Gowland, P; Gallinat, J; Heinz, A; Ittermann, B; Martinot, JL; Martinot, MLP; Lemaitre, H; Nees, F; Orfanos, DP; Paus, T; Poustka, L; Millenet, S; Frohner, JH; Smolka, MN; Walter, H; Whelan, R; Schumann, G; Napolioni, V; Greicius, M",Overdominant Effect of a CHRNA4 Polymorphism on Cingulo-Opercular Network Activity and Cognitive Control,2017,10.1523/JNEUROSCI.0991-17.2017,1,6,1553,bottom,0.000965873,"The nicotinic system plays an important role in cognitive control and is implicated in several neuropsychiatric conditions. However, the contributions of genetic variability in this system to individuals' cognitive control abilities are poorly understood and the brain processes that mediate such genetic contributions remain largely unidentified. In this first large-scale neuroimaging genetics study of the human nicotinic receptor system (two cohorts, males and females, fMRI total N = 1586, behavioral total N = 3650), we investigated a common polymorphism of the high-affinity nicotinic receptor alpha 4 beta 2 (rs1044396 on the CHRNA4 gene) previously implicated in behavioral and nicotine-related studies (albeit with inconsistent major/minor allele impacts). Based on our prior neuroimaging findings, we expected this polymorphism to affect neural activity in the cingulo-opercular (CO) network involved in core cognitive control processes including maintenance of alertness. Consistent across the cohorts, all cortical areas of the CO network showed higher activity in heterozygotes compared with both types of homozygotes during cognitive engagement. This inverted U-shaped relation reflects an overdominant effect; that is, allelic interaction (cumulative evidence p = 1.33 * 10(-5)). Furthermore, heterozygotes performed more accurately in behavioral tasks that primarily depend on sustained alertness. No effects were observed for haplotypes of the surrounding CHRNA4 region, supporting a true overdominant effect at rs1044396. As a possible mechanism, we observed that this polymorphism is an expression quantitative trait locus modulating CHRNA4 expression levels. This is the first report of overdominance in the nicotinic system. These findings connect CHRNA4 genotype, CO network activation, and sustained alertness, providing insights into how genetics shapes individuals' cognitive control abilities.",JOURNAL OF NEUROSCIENCE
WOS:000439686700030,"Hausler, AN; Kuhnen, CM; Rudorf, S; Weber, B",Preferences and beliefs about financial risk taking mediate the association between anterior insula activation and self-reported reallife stock trading,2018,10.1038/s41598-018-29670-6,1,1,165,bottom,0.002020202,"People differ greatly in their financial risk taking behaviour. This heterogeneity has been associated with differences in brain activity, but only in laboratory settings using constrained behaviours. However, it is important to understand how these measures transfer to real life conditions, because the willingness to invest in riskier assets has a direct and considerable effect on long-term wealth accumulation. In a large fMRI study of 157 working age men (39.0 +/- 6.4 SD years), we first show that activity in the anterior insula during the assessment of risky vs. safe choices in an investing task is associated with self-reported real-life active stock trading. We then show that this association remains intact when we control for financial constraints, education, the understanding of financial matters, and cognitive abilities. Finally, we use comprehensive measures of preferences and beliefs about risk taking to show that these two channels mediate the association between brain activation in the anterior insula and real-life active stock trading.",SCIENTIFIC REPORTS
WOS:000352956100001,"Hou, JC; Chen, CS; Dong, Q",Resting-state functional connectivity and pitch identification ability in non-musicians,2015,10.3389/fnins.2015.00007,1,4,320,bottom,0.002083333,"Previous studies have used task-related fMRI to investigate the neural basis of pitch identification (PI), but no study has examined the associations between resting-state functional connectivity (RSFC) and PI ability. Using a large sample of Chinese non-musicians (N = 320, with 56 having prior musical training), the current study examined the associations among musical training, PI ability, and RSFC. Results showed that musical training was associated with increased RSFC within the networks for multiple cognitive functions (such as vision, phonology, semantics, auditory encoding, and executive functions). PI ability was associated with RSFC with regions for perceptual and auditory encoding for participants with musical training, and with RSFC with regions for short-term memory, semantics, and phonology for participants without musical training.",FRONTIERS IN NEUROSCIENCE
WOS:000375868900010,"Stacey, D; Lourdusamy, A; Ruggeri, B; Maroteaux, M; Jia, TY; Cattrell, A; Nymberg, C; Banaschewski, T; Bhattacharyya, S; Band, H; Barker, G; Bokde, A; Buchel, C; Carvalho, F; Conrod, P; Desrivieres, S; Easton, A; Fauth-Buehler, M; Fernandez-Medarde, A; Flor, H; Frouin, V; Gallinat, J; Garavanh, H; Heinz, A; Ittermann, B; Lathrop, M; Lawrence, C; Loth, E; Mann, K; Martinot, JL; Nees, F; Paus, T; Pausova, Z; Rietschel, M; Rotter, A; Santos, E; Smolka, M; Sommer, W; Mameli, M; Spanagel, R; Girault, JA; Mueller, C; Schumann, G",A translational systems biology approach in both animals and humans identifies a functionally related module of accumbal genes involved in the regulation of reward processing and binge drinking in males,2016,10.1503/jpn.150138,1,8,608,bottom,0.002631579,"Background The mesolimbic dopamine system, composed primarily of dopaminergic neurons in the ventral tegmental area that project to striatal structures, is considered to be the key mediator of reinforcement-related mechanisms in the brain. Prompted by a genome-wide association meta-analysis implicating the Ras-specific guanine nucleotide-releasing factor 2 (RASGRF2) gene in the regulation of alcohol intake in men, we have recently shown that male Rasgrf2(-/-) mice exhibit reduced ethanol intake and preference accompanied by a perturbed mesolimbic dopamine system. We therefore propose that these mice represent a valid model to further elucidate the precise genes and mechanisms regulating mesolimbic dopamine functioning. Methods Transcriptomic data from the nucleus accumbens (NAcc) of male Rasgrf2(-/-) mice and wild-type controls were analyzed by weighted gene coexpression network analysis (WGCNA). We performed follow-up genetic association tests in humans using a sample of male adolescents from the IMAGEN study characterized for binge drinking (n = 905) and ventral striatal activation during an fMRI reward task (n = 608). Results The WGCNA analyses using accumbal transcriptomic data revealed 37 distinct modules, or functionally related groups of genes. Two of these modules were significantly associated with Rasgrf2 knockout status: M5 (p < 0.001) and M6 (p < 0.001). In follow-up translational analyses we found that human orthologues for the M5 module were significantly (p < 0.01) enriched with genetic association signals for binge drinking in male adolescents. Furthermore, the most significant locus, originating from the EH-domain containing 4 (EHD4) gene (p < 0.001), was also significantly associated with altered ventral striatal activity in male adolescents performing an fMRI reward task (p(empirical) < 0.001). Limitations It was not possible to determine the extent to which the M5 module was dysregulated in Rasgrf2(-/-) mice by perturbed mesolimbic dopamine signalling or by the loss of Rasgrf2 function in the NAcc. Conclusion Taken together, our findings indicate that the accumbal M5 module, initially identified as being dysregulated in male Rasgrf2(-/-) mice, is also relevant for human alcohol-related phenotypes potentially through the modulation of reinforcement mechanisms in the NAcc. We therefore propose that the genes comprising this module represent important candidates for further elucidation within the context of alcohol-related phenotypes.",JOURNAL OF PSYCHIATRY & NEUROSCIENCE
WOS:000341066700005,"Li, Q; Xia, S; Zhao, F; Qi, J",Functional changes in people with different hearing status and experiences of using Chinese sign language: An fMRI study,2014,10.1016/j.jcomdis.2014.05.001,1,1,50,bottom,0.002857143,"The purpose of this study was to assess functional changes in the cerebral cortex in people with different sign language experience and hearing status whilst observing and imitating Chinese Sign Language (CSL) using functional magnetic resonance imaging (fMRI). 50 participants took part in the study, and were divided into four groups according to their hearing status and experience of using sign language: prelingual deafness signer group (PDS), normal hearing non-signer group (HnS), native signer group with normal hearing (HNS), and acquired signer group with normal hearing (HLS). fMRI images were scanned from all subjects when they performed block-designed tasks that involved observing and imitating sign language stimuli. Nine activation areas were found in response to undertaking either observation or imitation CSL tasks and three activated areas were found only when undertaking the imitation task. Of those, the PDS group had significantly greater activation areas in terms of the cluster size of the activated voxels in the bilateral superior parietal lobule, cuneate lobe and lingual gyrus in response to undertaking either the observation or the imitation CSL task than the HnS, HNS and HLS groups. The PDS group also showed significantly greater activation in the bilateral inferior frontal gyrus which was also found in the HNS or the HLS groups but not in the HnS group. This indicates that deaf signers have better sign language proficiency, because they engage more actively with the phonetic and semantic elements. In addition, the activations of the bilateral superior temporal gyrus and inferior parietal lobule were only found in the PDS group and HNS group, and not in the other two groups, which indicates that the area for sign language processing appears to be sensitive to the age of language acquisition. Learning Outcomes: After reading this article, readers will be able to: discuss the relationship between sign language and its neural mechanisms. (C) 2014 Elsevier Inc. All rights reserved.",JOURNAL OF COMMUNICATION DISORDERS
WOS:000436471500009,"Oei, NYL; Jansen, SW; Veer, IM; Slagboom, PE; van de Grond, J; van Heemst, D",Stress evokes stronger medial posterior cingulate deactivations during emotional distraction in slower paced aging,2018,10.1016/j.biopsycho.2018.02.018,1,1,104,bottom,0.003205128,"Introduction: Middle-aged offspring from long-lived families are thought to have a slower pace of aging, possibly related to HPA-axis function. Here, we investigated the neural and behavioral effects of social stress in offspring compared to their regular aging partners on emotional distraction during working memory (WM). Methods: 104 middle-aged participants (53 males) consisting of offspring and their partners underwent the Trier Social Stress Test or a control procedure. Hereafter, a WM task with emotional distracters was performed using fMRI. Saliva cortisol levels were obtained during the procedure. Results: Partners had higher overall cortisol levels than offspring. In addition, partners had decreased deactivations compared to offspring in the medial posterior cingulate cortex (mPCC) during emotional distraction, which were significantly correlated with lower accuracy during emotional distraction. Discussion: mPCC-deactivations are known to be modulated by chronological aging, with more deactivations in the young than in the old. Here we show the same pattern in familial longevity versus regular aging after mild stress, with more deactivations related to better accuracy during emotional distraction. Functional mPCC deactivations might thus be related to pace of aging, and can be revealed by inducing mild stress.",BIOLOGICAL PSYCHOLOGY
WOS:000406984900018,"Yu, MX; Xu, M; Li, XT; Chen, ZC; Song, YY; Liu, J",THE SHARED NEURAL BASIS OF MUSIC AND LANGUAGE,2017,10.1016/j.neuroscience.2017.06.003,2,4,306,bottom,0.003267974,"Human musical ability is proposed to play a key phylogenetical role in the evolution of language, and the similarity of hierarchical structure in music and language has led to considerable speculation about their shared mechanisms. While behavioral and electrophysioglocial studies have revealed associations between music and linguistic abilities, results from functional magnetic resonance imaging (fMRI) studies on their relations are contradictory, possibly because these studies usually treat music or language as single entities without breaking down to their components. Here, we examined the relations between different components of music (i.e., melodic and rhythmic analysis) and language (i.e., semantic and phonological processing) using both behavioral tests and resting-state fMRI. Behaviorally, we found that individuals with music training experiences were better at semantic processing, but not at phonological processing, than those without training. Further correlation analyses showed that semantic processing of language was related to melodic, but not rhythmic, analysis of music. Neurally, we found that performances in both semantic processing and melodic analysis were correlated with spontaneous brain activities in the bilateral precentral gyrus (PCG) and superior temporal plane at the regional level, and with the resting-state functional connectivity of the left PCG with the left supramarginal gyrus and left superior temporal gyrus at the network level. Together, our study revealed the shared spontaneous neural basis of music and language based on the behavioral link between melodic analysis and semantic processing, which possibly relied on a common mechanism of automatic auditory-motor integration. (C) 2017 IBRO. Published by Elsevier Ltd. All rights reserved.",NEUROSCIENCE
WOS:000414317200001,"Luo, Q; Ma, YN; Bhatt, MA; Montague, PR; Feng, JF",The Functional Architecture of the Brain Underlies Strategic Deception in Impression Management,2017,10.3389/fnhum.2017.00513,1,1,76,bottom,0.003289474,"Impression management, as one of the most essential skills of social function, impacts one's survival and success in human societies. However, the neural architecture underpinning this social skill remains poorly understood. By employing a two-person bargaining game, we exposed three strategies involving distinct cognitive processes for social impression management with different levels of strategic deception. We utilized a novel adaptation of Granger causality accounting for signal-dependent noise (SDN), which captured the directional connectivity underlying the impression management during the bargaining game. We found that the sophisticated strategists engaged stronger directional connectivity from both dorsal anterior cingulate cortex and retrosplenial cortex to rostral prefrontal cortex, and the strengths of these directional influences were associated with higher level of deception during the game. Using the directional connectivity as a neural signature, we identified the strategic deception with 80% accuracy by a machine-learning classifier. These results suggest that different social strategies are supported by distinct patterns of directional connectivity among key brain regions for social cognition.",FRONTIERS IN HUMAN NEUROSCIENCE
WOS:000311107800006,"Kipman, M; Weber, M; Schwab, ZJ; DelDonno, SR; Killgore, WDS",A funny thing happened on the way to the scanner: humor detection correlates with gray matter volume,2012,10.1097/WNR.0b013e32835ad307,1,2,59,bottom,0.003766478,"The detection and appreciation of humor is a complex cognitive process that remains poorly understood. Although functional neuroimaging studies have begun to map the brain systems involved in humor appreciation, there are virtually no data on the structural correlates between gray matter volume and this capacity. Using voxel-based morphometry, the present study examined the association between gray matter volume and the ability to detect and appreciate humor. Fifty-nine healthy adults aged 18-45 years (30 men) underwent structural MRI and completed the University of Pennsylvania Humor Appreciation Test (HAT). After controlling for age and sex, gray matter volume of the left inferior frontal gyrus, left temporal pole, and left insula correlated positively with the appreciation of visual and verbal humor on the HAT, whereas the gray matter volume of the right inferior frontal gyrus correlated only with verbal humor appreciation scores. There were no negative correlations between gray matter volume and HAT performance. These data support a neurobiological basis for humor appreciation, particularly involving left-hemispheric cortical systems, and further suggest that individual differences in humor appreciation may be related to differences in regional gray matter volume. NeuroReport 23:1059-1064 (C) 2012 Wolters Kluwer Health \ Lippincott Williams & Wilkins.",NEUROREPORT
WOS:000419835500001,"Chen, W; Chen, CH; Xia, MR; Wu, KR; Chen, CS; He, QH; Xue, G; Wang, WJ; He, Y; Dong, Q",Interaction Effects of BDNF and COMT Genes on Resting-State Brain Activity and Working Memory,2016,10.3389/fnhum.2016.00540,1,6,298,bottom,0.004026846,"Catechol-O-methyltransferase (COMT) and brain-derived neurotrophic factor (BDNF) genes have been found to interactively influence working memory (WM) as well as brain activation during WM tasks. However, whether the two genes have interactive effects on resting-state activities of the brain and whether these spontaneous activations correlate with WM are still unknown. This study included behavioral data from WM tasks and genetic data (COMT rs4680 and BDNF Val66Met) from 417 healthy Chinese adults and resting-state fMRI data from 298 of them. Significant interactive effects of BDNF and COMT were found for WM performance as well as for resting-state regional homogeneity (ReHo) in WM-related brain areas, including the left medial frontal gyrus (lMeFG), left superior frontal gyrus (lSFG), right superior and medial frontal gyrus (rSMFG), right medial orbitofrontal gyrus (rMOFG), right middle frontal gyrus (rMFG), precuneus, bilateral superior temporal gyrus, left superior occipital gyrus, right middle occipital gyrus, and right inferior parietal lobule. Simple effects analyses showed that compared to other genotypes, subjects with COMT-VV/BDNF-VV had higher WM and lower ReHo in all five frontal brain areas. The results supported the hypothesis that COMT and BDNF polymorphisms influence WM performance and spontaneous brain activity (i.e., ReHo).",FRONTIERS IN HUMAN NEUROSCIENCE
WOS:000396097000001,"Yang, X; Zhou, M; Lama, SNM; Chen, LZ; Hu, XY; Wang, S; Chen, TL; Shi, Y; Huang, XQ; Gong, QY",Intrinsic Brain Activity Responsible for Sex Differences in Shyness and Social Anxiety,2017,10.3389/fnbeh.2017.00043,1,1,61,bottom,0.004098361,"Male and female show significant differences in important behavioral features such as shyness, yet the neural substrates of these differences remain poorly understood. Previous neuroimaging studies have demonstrated that both shyness and social anxiety in healthy subjects are associated with increased activation in the fronto-limbic and cognitive control areas. However, it remains unknown whether these brain abnormalities would be shared by different genders. Therefore, in the current study, we used resting-state fMRI (r-fMRI) to investigate sex differences in intrinsic cerebral activity that may contribute to shyness and social anxiety. Sixty subjects (28 males, 32 females) participated in r-fMRI scans, and the amplitude of low-frequency fluctuations (ALFF) and fractional ALFF (fALFF) were used to measure the spontaneous regional cerebral activity in all subjects. We first compared the differences between male and female both in the ALFF and fALFF and then we also examined the whole brain correlation between the ALFF/fALFF and the severity of shyness as well as social anxiety by genders. Referring to shyness measure, we found a significant positive correlation between shyness scores (CBSS) and ALFF/fALFF value in the frontoparietal control network and a negative correlation in the cingulo-insular network in female; while in male, there is no such correlation. For the social anxiety level, we found positive correlations between Leibowitz Social Anxiety Scale (LSAS) scores and spontaneous activity in the frontal-limbic network in male and negative correlation between the frontal-parietal network; however, such correlation was not prominent in female. This pattern suggests that shy female individuals engaged a proactive control process, driven by a positive association with activity in frontoparietal network and negative association in cingulo-insular network, whereas social anxiety males relied more on a reactive control process, driven by a positive correlation of frontal-limbic network and negative correlation of frontoparietal network. Our results reveal that shyness or social anxiety is associated with disrupted spontaneous brain activity patterns and that these patterns are influenced by sex.",FRONTIERS IN BEHAVIORAL NEUROSCIENCE
WOS:000427411700001,"Sung, YW; Kawachi, Y; Choi, US; Kang, D; Abe, C; Otomo, Y; Ogawa, S",A Set of Functional Brain Networks for the Comprehensive Evaluation of Human Characteristics,2018,10.3389/fnins.2018.00149,1,2,153,bottom,0.004357298,"Many human characteristics must be evaluated to comprehensively understand an individual, and measurements of the corresponding cognition/behavior are required. Brain imaging by functional MRI (fMRI) has been widely used to examine brain function related to human cognition/behavior. However, few aspects of cognition/behavior of individuals or experimental groups can be examined through task-based fMRI. Recently, resting state fMRI (rs-fMRI) signals have been shown to represent functional infrastructure in the brain that is highly involved in processing information related to cognition/behavior. Using rs-fMRI may allow diverse information about the brain through a single MRI scan to be obtained, as rs-fMRI does not require stimulus tasks. In this study, we attempted to identify a set of functional networks representing cognition/behavior that are related to a wide variety of human characteristics and to evaluate these characteristics using rs-fMRI data. If possible, these findings would support the potential of rs-fMRI to provide diverse information about the brain. We used resting-state fMRI and a set of 130 psychometric parameters that cover most human characteristics, including those related to intelligence and emotional quotients and social ability/skill. We identified 163 brain regions by VBM analysis using regression analysis with 130 psychometric parameters. Next, using a 163 x 163 correlation matrix, we identified functional networks related to 111 of the 130 psychometric parameters. Finally, we made an 8-class support vector machine classifiers corresponding to these 111 functional networks. Our results demonstrate that rs-fMRI signals contain intrinsic information about brain function related to cognition/behaviors and that this set of 111 networks/classifiers can be used to comprehensively evaluate human characteristics.",FRONTIERS IN NEUROSCIENCE
WOS:000209337200004,"Brown, AA; Jensen, J; Nikolova, YS; Djurovic, S; Agartz, I; Server, A; Ferrell, RE; Manuck, SB; Mattingsdal, M; Melle, I; Hariri, AR; Frigessi, A; Andreassen, OA",Genetic variants affecting the neural processing of human facial expressions: evidence using a genome-wide functional imaging approach,2012,10.1038/tp.2012.67,1,10,246,bottom,0.004516712,"Human faces present crucial visual information for social interaction. Specialized brain regions are involved in the perception of faces, with the fusiform face area (FFA) a key neuronal substrate. Face processing is genetically controlled, but by which specific genes is unknown. A genome-wide approach identified common single nucleotide polymorphisms (SNPs) associated with areas of increased brain activity in response to affective facial expressions, measured with functional magnetic resonance imaging. SNPs in 20 genetic regions were linked with neural responses to negative facial expressions in a Norwegian sample (n = 246), which included patients with mental illness. Three genetic regions were linked with FFA activation in a further discovery experiment using positive facial expressions and involving many of the same individuals (n = 284). Two of these three regions showed significant association with right FFA activation to negative facial expressions in an independent North American replication sample of healthy Caucasians (n = 85, 3q26.31, P = 0.004; 20p12.3, P = 0.045). The activation patterns were particularly striking for the SNP in 3q26.31, which lies in a gene TMEM212; only the FFA was activated. The specialized function of this brain region suggests that TMEM212 could contribute to the innate architecture of face processing.",TRANSLATIONAL PSYCHIATRY
