ut,label,pub_year,doi,p_oa,p_oa_gold,p_oa_bronze,p_oa_hybrid,p_oa_green
000418321600072,WOS:000418321600072,2017,10.1073/pnas.1708791114,1,0,0,1,1
000418352400003,WOS:000418352400003,2017,10.1111/ejn.13770,1,0,0,0,1
000418353100001,WOS:000418353100001,2017,10.3389/fnbeh.2017.00252,1,1,0,0,1
000418421500005,WOS:000418421500005,2017,10.1111/bdi.12560,1,0,0,0,1
000418470200005,WOS:000418470200005,2018,10.1016/j.pscychresns.2017.10.006,0,0,0,0,0
000418470200012,WOS:000418470200012,2018,10.1016/j.pscychresns.2017.11.003,1,0,0,0,1
000418478600020,WOS:000418478600020,2018,10.1016/j.neurobiolaging.2017.10.020,0,0,0,0,0
000418576300024,WOS:000418576300024,2018,10.1007/s00330-017-5012-8,0,0,0,0,0
000418690300009,WOS:000418690300009,2018,10.1016/j.biopsych.2017.07.024,1,0,0,0,1
000418716800017,WOS:000418716800017,2018,10.1016/j.neuroimage.2017.10.031,1,0,0,1,1
000418716800032,WOS:000418716800032,2018,10.1016/j.neuroimage.2017.11.017,0,0,0,0,0
000418765200010,WOS:000418765200010,2017,10.1002/pchj.179,0,0,0,0,0
000418779300018,WOS:000418779300018,2017,10.1038/s41562-017-0072,1,0,0,0,1
000418865300001,WOS:000418865300001,2018,10.1111/desc.12484,1,0,0,0,1
000418865300018,WOS:000418865300018,2018,10.1111/desc.12508,1,0,0,0,1
000418970000002,WOS:000418970000002,2017,10.1016/j.ijpsycho.2016.10.009,0,0,0,0,0
000418987100002,WOS:000418987100002,2017,10.1016/j.cortex.2017.09.016,0,0,0,0,0
000418987100016,WOS:000418987100016,2017,10.1016/j.cortex.2016.08.016,0,0,0,0,0
000419003100004,WOS:000419003100004,2018,10.1503/jpn.170008,1,0,1,0,1
000419418800005,WOS:000419418800005,2018,10.1016/j.neubiorev.2017.11.017,0,0,0,0,0
000419437400001,WOS:000419437400001,2018,10.3389/fnhum.2017.00632,1,1,0,0,1
000419438000001,WOS:000419438000001,2018,10.3389/fnhum.2017.00640,1,1,0,0,1
000419448600006,WOS:000419448600006,2017,10.1057/s41292-017-0047-2,0,0,0,0,0
000419519800005,WOS:000419519800005,2017,10.1523/eneuro.0084-17.2017,1,1,0,0,1
000419523100015,WOS:000419523100015,2017,10.1523/eneuro.0104-17.2017,1,1,0,0,1
000419578300001,WOS:000419578300001,2017,10.1093/scan/nsx118,1,1,0,0,1
000419578300002,WOS:000419578300002,2017,10.1093/scan/nsx116,1,1,0,0,1
000419578300002,WOS:000419578300002,2017,10.1093/scan/nsx116,1,1,0,0,1
000419578300003,WOS:000419578300003,2017,10.1093/scan/nsx112,1,1,0,0,1
000419578300003,WOS:000419578300003,2017,10.1093/scan/nsx112,1,1,0,0,1
000419578300004,WOS:000419578300004,2017,10.1093/scan/nsx115,1,1,0,0,1
000419578300005,WOS:000419578300005,2017,10.1093/scan/nsx113,1,1,0,0,1
000419578300006,WOS:000419578300006,2017,10.1093/scan/nsx127,1,1,0,0,1
000419578300006,WOS:000419578300006,2017,10.1093/scan/nsx127,1,1,0,0,1
000419578300007,WOS:000419578300007,2017,10.1093/scan/nsx126,1,1,0,0,1
000419578300007,WOS:000419578300007,2017,10.1093/scan/nsx126,1,1,0,0,1
000419578300008,WOS:000419578300008,2017,10.1093/scan/nsx125,1,1,0,0,1
000419578300008,WOS:000419578300008,2017,10.1093/scan/nsx125,1,1,0,0,1
000419578300009,WOS:000419578300009,2017,10.1093/scan/nsx123,1,1,0,0,1
000419578300009,WOS:000419578300009,2017,10.1093/scan/nsx123,1,1,0,0,1
000419578300010,WOS:000419578300010,2017,10.1093/scan/nsx121,1,1,0,0,1
000419578300010,WOS:000419578300010,2017,10.1093/scan/nsx121,1,1,0,0,1
000419578300011,WOS:000419578300011,2017,10.1093/scan/nsx120,1,1,0,0,1
000419578300011,WOS:000419578300011,2017,10.1093/scan/nsx120,1,1,0,0,1
000419578300012,WOS:000419578300012,2017,10.1093/scan/nsx110,1,1,0,0,1
000419578300013,WOS:000419578300013,2017,10.1093/scan/nsx097,1,1,0,0,1
000419578300013,WOS:000419578300013,2017,10.1093/scan/nsx097,1,1,0,0,1
000419578300014,WOS:000419578300014,2017,10.1093/scan/nsx100,1,1,0,0,1
000419578600001,WOS:000419578600001,2018,10.1093/scan/nsx142,1,1,0,0,1
000419578600001,WOS:000419578600001,2018,10.1093/scan/nsx142,1,1,0,0,1
000419578600002,WOS:000419578600002,2018,10.1093/scan/nsx132,1,1,0,0,1
000419578600003,WOS:000419578600003,2018,10.1093/scan/nsx128,1,1,0,0,1
000419578600003,WOS:000419578600003,2018,10.1093/scan/nsx128,1,1,0,0,1
000419578600004,WOS:000419578600004,2018,10.1093/scan/nsx129,1,1,0,0,1
000419578600004,WOS:000419578600004,2018,10.1093/scan/nsx129,1,1,0,0,1
000419578600005,WOS:000419578600005,2018,10.1093/scan/nsx133,1,1,0,0,1
000419578600005,WOS:000419578600005,2018,10.1093/scan/nsx133,1,1,0,0,1
000419578600006,WOS:000419578600006,2018,10.1093/scan/nsx131,1,1,0,0,1
000419578600007,WOS:000419578600007,2018,10.1093/scan/nsx138,1,1,0,0,1
000419578600008,WOS:000419578600008,2018,10.1093/scan/nsx135,1,1,0,0,1
000419578600009,WOS:000419578600009,2018,10.1093/scan/nsx137,1,1,0,0,1
000419578600009,WOS:000419578600009,2018,10.1093/scan/nsx137,1,1,0,0,1
000419578600010,WOS:000419578600010,2018,10.1093/scan/nsx139,1,1,0,0,1
000419578600011,WOS:000419578600011,2018,10.1093/scan/nsx119,1,1,0,0,1
000419578600011,WOS:000419578600011,2018,10.1093/scan/nsx119,1,1,0,0,1
000419578600012,WOS:000419578600012,2018,10.1093/scan/nsx122,1,1,0,0,1
000419578600013,WOS:000419578600013,2018,10.1093/scan/nsx124,1,1,0,0,1
000419578600013,WOS:000419578600013,2018,10.1093/scan/nsx124,1,1,0,0,1
000419578600014,WOS:000419578600014,2018,10.1093/scan/nsx130,1,1,0,0,1
000419578600014,WOS:000419578600014,2018,10.1093/scan/nsx130,1,1,0,0,1
000419596700001,WOS:000419596700001,2018,10.3389/fpsyg.2017.02199,1,1,0,0,1
000419599300001,WOS:000419599300001,2018,10.3389/fpsyg.2017.02309,1,1,0,0,1
000419659800053,WOS:000419659800053,2018,10.1038/s41598-017-18683-2,1,1,0,0,1
000419835300004,WOS:000419835300004,2018,10.1016/j.pscychresns.2017.12.004,0,0,0,0,0
000419835500001,WOS:000419835500001,2016,10.3389/fnhum.2016.00540,1,1,0,0,1
000419856200020,WOS:000419856200020,2018,10.1002/hbm.23888,1,0,1,0,0
000419856200026,WOS:000419856200026,2018,10.1002/hbm.23895,1,0,1,0,0
000419895900004,WOS:000419895900004,2018,10.1111/cdev.12838,1,0,0,0,1
000419917100014,WOS:000419917100014,2018,10.1007/s10943-017-0433-x,0,0,0,0,0
000419921600001,WOS:000419921600001,2018,10.3389/fpsyg.2017.02219,1,1,0,0,1
000419926100001,WOS:000419926100001,2018,10.3389/fnhum.2017.00661,1,1,0,0,1
000419945400114,WOS:000419945400114,2018,10.1038/s41598-017-18372-0,1,1,0,0,1
000419952400114,WOS:000419952400114,2018,10.1371/journal.pone.0191098,1,1,0,0,1
000419960700008,WOS:000419960700008,2018,10.1038/npp.2017.189,1,0,1,0,1
000419961000046,WOS:000419961000046,2017,10.1117/1.jbo.22.12.126003,1,1,0,0,0
000419961500011,WOS:000419961500011,2018,10.1038/npp.2017.157,1,0,1,0,1
000422664400004,WOS:000422664400004,2018,10.1002/acn3.503,1,1,0,0,1
000422703500013,WOS:000422703500013,2018,10.1016/j.jsat.2017.10.007,1,0,0,1,1
000422765000023,WOS:000422765000023,2017,10.11144/javeriana.upsy16-4.sadm,1,0,0,1,0
000422920600002,WOS:000422920600002,2017,10.1016/j.dcn.2016.12.002,1,1,0,0,1
000422920600009,WOS:000422920600009,2017,10.1016/j.dcn.2017.02.008,1,1,0,0,1
000422920600011,WOS:000422920600011,2017,10.1016/j.dcn.2017.02.007,1,1,0,0,1
000422921800021,WOS:000422921800021,2017,10.1016/j.dcn.2017.02.001,1,1,0,0,1
000422922700009,WOS:000422922700009,2017,10.1016/j.dcn.2017.04.009,1,1,0,0,1
000422924000001,WOS:000422924000001,2017,10.1016/j.dcn.2017.07.004,1,1,0,0,1
000422924000010,WOS:000422924000010,2017,10.1016/j.dcn.2017.09.002,1,1,0,0,1
000423089600001,WOS:000423089600001,2018,10.3389/fnhum.2017.00645,1,1,0,0,1
000423409000001,WOS:000423409000001,2018,10.3389/fpsyg.2017.02114,1,1,0,0,1
000423430400010,WOS:000423430400010,2018,10.1038/s41598-018-20074-0,1,1,0,0,1
000423647200017,WOS:000423647200017,2018,10.1016/j.cct.2017.10.013,0,0,0,0,0
000423764000004,WOS:000423764000004,2018,10.1080/13803395.2017.1325453,1,0,0,0,1
000423814400017,WOS:000423814400017,2018,10.1523/jneurosci.1044-17.2017,1,0,1,0,1
000423832900003,WOS:000423832900003,2018,10.1186/s13229-018-0195-7,1,1,0,0,1
000423981700014,WOS:000423981700014,2018,10.1093/cercor/bhw396,1,0,1,0,1
000424006500001,WOS:000424006500001,2018,10.3389/fnhum.2018.00023,1,1,0,0,1
000424025000002,WOS:000424025000002,2018,10.1038/s41398-017-0004-7,1,1,0,0,1
000424025300001,WOS:000424025300001,2018,10.1038/s41398-017-0055-9,1,1,0,0,1
000424143500001,WOS:000424143500001,2018,10.3389/fphys.2018.00067,1,1,0,0,1
000424173300028,WOS:000424173300028,2018,10.1016/j.bbr.2017.11.004,0,0,0,0,0
000424175300023,WOS:000424175300023,2018,10.1016/j.ijpsycho.2017.03.005,0,0,0,0,0
000424243900001,WOS:000424243900001,2018,10.3389/fgene.2018.00018,1,1,0,0,1
000424250700001,WOS:000424250700001,2018,10.3389/fpsyg.2018.00052,1,1,0,0,1
000424251600001,WOS:000424251600001,2018,10.2147/ndt.s147753,1,1,0,0,1
000424335600003,WOS:000424335600003,2018,10.1016/j.jad.2017.12.023,1,0,0,0,1
000424335600004,WOS:000424335600004,2018,10.1016/j.jad.2017.12.031,1,0,0,1,0
000424335600029,WOS:000424335600029,2018,10.1016/j.jad.2017.12.089,1,0,0,0,1
000424336300007,WOS:000424336300007,2018,10.1007/s00787-017-1015-x,1,0,0,1,1
000424650500025,WOS:000424650500025,2018,10.1007/s00701-017-3456-x,0,0,0,0,0
000424657500007,WOS:000424657500007,2018,10.1007/s10339-017-0847-0,0,0,0,0,0
000424669000021,WOS:000424669000021,2018,10.1007/s10803-017-3370-3,1,0,0,1,1
000424743500051,WOS:000424743500051,2018,10.1038/s41598-018-21079-5,1,1,0,0,1
000424804400022,WOS:000424804400022,2018,10.1002/hbm.23923,1,0,1,0,0
000424804400027,WOS:000424804400027,2018,10.1002/hbm.23930,1,0,1,0,0
000424840100004,WOS:000424840100004,2018,10.1016/j.euroneuro.2017.12.005,0,0,0,0,0
000424853300035,WOS:000424853300035,2018,10.1016/j.addbeh.2017.11.043,1,0,0,0,1
000424937800001,WOS:000424937800001,2018,10.3389/fnhum.2018.00052,1,1,0,0,1
000425137300001,WOS:000425137300001,2017,10.1037/npe0000076,0,0,0,0,0
000425199000001,WOS:000425199000001,2018,10.1016/j.bbr.2017.12.012,1,0,0,0,1
000425202400001,WOS:000425202400001,2018,10.1016/j.neuropsychologia.2017.12.009,1,0,0,1,1
000425202400002,WOS:000425202400002,2018,10.1016/j.neuropsychologia.2017.11.030,1,0,0,0,1
000425202400003,WOS:000425202400003,2018,10.1016/j.neuropsychologia.2017.12.004,0,0,0,0,0
000425202400014,WOS:000425202400014,2018,10.1016/j.neuropsychologia.2017.12.019,1,0,0,0,1
000425208700030,WOS:000425208700030,2018,10.1111/adb.12474,1,0,0,0,1
000425483900014,WOS:000425483900014,2018,10.1016/j.concog.2017.10.019,0,0,0,0,0
000425495700001,WOS:000425495700001,2018,10.1037/pspa0000114,1,0,0,0,1
000425500300040,WOS:000425500300040,2018,10.1038/s41598-018-21449-z,1,1,0,0,1
000425541700001,WOS:000425541700001,2018,10.3389/fpsyg.2018.00182,1,1,0,0,1
000425545100001,WOS:000425545100001,2018,10.3389/fnhum.2018.00054,1,1,0,0,1
000425564100023,WOS:000425564100023,2018,10.1016/j.cortex.2017.11.020,0,0,0,0,0
000425728600023,WOS:000425728600023,2018,10.1038/s41598-018-21890-0,1,1,0,0,1
000425860900004,WOS:000425860900004,2017,10.1038/s41598-017-00073-3,1,1,0,0,1
000425875400013,WOS:000425875400013,2018,10.1016/j.ebiom.2017.11.025,1,1,0,0,1
000425878100013,WOS:000425878100013,2018,10.1016/j.neuroscience.2017.12.042,0,0,0,0,0
000425983200001,WOS:000425983200001,2018,10.3389/fpsyt.2018.00047,1,1,0,0,1
000425984100010,WOS:000425984100010,2018,10.3758/s13415-017-0557-1,1,0,0,1,1
000426041200006,WOS:000426041200006,2018,10.1037/xlm0000446,0,0,0,0,0
000426061300005,WOS:000426061300005,2018,10.1007/s00221-017-5165-3,0,0,0,0,0
000426061300011,WOS:000426061300011,2018,10.1007/s00221-018-5169-7,1,0,0,1,1
000426106700024,WOS:000426106700024,2018,10.1016/j.ejrad.2018.01.003,0,0,0,0,0
000426159600010,WOS:000426159600010,2018,10.1080/10253890.2017.1398231,0,0,0,0,0
000426180300003,WOS:000426180300003,2018,10.1016/j.nicl.2017.08.017,1,1,0,0,1
000426190700001,WOS:000426190700001,2018,10.3389/fnint.2018.00008,1,1,0,0,1
000426262400061,WOS:000426262400061,2018,10.1038/s41598-018-21857-1,1,1,0,0,1
000426344800043,WOS:000426344800043,2018,10.1016/j.schres.2017.04.030,0,0,0,0,0
000426357200010,WOS:000426357200010,2018,10.1523/jneurosci.2337-17.2018,1,0,1,0,1
000426427800013,WOS:000426427800013,2018,10.1016/j.neuroscience.2018.01.037,0,0,0,0,0
000426427800015,WOS:000426427800015,2018,10.1016/j.neuroscience.2018.01.045,0,0,0,0,0
000426430800009,WOS:000426430800009,2018,10.14704/nq.2018.16.2.1092,1,0,0,0,1
000426569000010,WOS:000426569000010,2018,10.1016/j.biopsych.2017.10.032,0,0,0,0,0
000426571100023,WOS:000426571100023,2018,10.1016/j.cub.2018.01.048,1,0,0,1,0
000426609800001,WOS:000426609800001,2018,10.1352/1944-7558-123.2.89,1,0,0,0,1
000426620700013,WOS:000426620700013,2018,10.1016/j.evolhumbehav.2018.01.004,1,0,0,0,1
000426698200001,WOS:000426698200001,2018,10.3389/fpsyg.2018.00139,1,1,0,0,1
000426789300008,WOS:000426789300008,2018,10.1111/jopy.12306,0,0,0,0,0
000426817600019,WOS:000426817600019,2018,10.1093/cercor/bhx014,1,0,1,0,1
000426971000009,WOS:000426971000009,2018,10.1016/j.biopsycho.2018.02.001,0,0,0,0,0
000427017200001,WOS:000427017200001,2018,10.1093/scan/nsx148,1,1,0,0,1
000427017200001,WOS:000427017200001,2018,10.1093/scan/nsx148,1,1,0,0,1
000427017200002,WOS:000427017200002,2018,10.1093/scan/nsx144,1,1,0,0,1
000427017200002,WOS:000427017200002,2018,10.1093/scan/nsx144,1,1,0,0,1
000427017200003,WOS:000427017200003,2018,10.1093/scan/nsx147,1,1,0,0,1
000427017200003,WOS:000427017200003,2018,10.1093/scan/nsx147,1,1,0,0,1
000427017200004,WOS:000427017200004,2018,10.1093/scan/nsx141,1,1,0,0,1
000427017200005,WOS:000427017200005,2018,10.1093/scan/nsy007,1,1,0,0,1
000427017200005,WOS:000427017200005,2018,10.1093/scan/nsy007,1,1,0,0,1
000427017200006,WOS:000427017200006,2018,10.1093/scan/nsx140,1,1,0,0,1
000427017200007,WOS:000427017200007,2018,10.1093/scan/nsy005,1,1,0,0,1
000427017200008,WOS:000427017200008,2018,10.1093/scan/nsx143,1,1,0,0,1
000427017200009,WOS:000427017200009,2018,10.1093/scan/nsy002,1,1,0,0,1
000427017200009,WOS:000427017200009,2018,10.1093/scan/nsy002,1,1,0,0,1
000427017200010,WOS:000427017200010,2018,10.1093/scan/nsy001,1,1,0,0,1
000427017200010,WOS:000427017200010,2018,10.1093/scan/nsy001,1,1,0,0,1
000427017900001,WOS:000427017900001,2018,10.1093/scan/nsy006,1,1,0,0,1
000427017900002,WOS:000427017900002,2018,10.1093/scan/nsy012,1,1,0,0,1
000427017900002,WOS:000427017900002,2018,10.1093/scan/nsy012,1,1,0,0,1
000427017900003,WOS:000427017900003,2018,10.1093/scan/nsy008,1,1,0,0,0
000427017900003,WOS:000427017900003,2018,10.1093/scan/nsy008,1,1,0,0,0
000427017900004,WOS:000427017900004,2018,10.1093/scan/nsw122,1,1,0,0,1
000427017900004,WOS:000427017900004,2018,10.1093/scan/nsw122,1,1,0,0,1
000427017900005,WOS:000427017900005,2018,10.1093/scan/nsy009,1,1,0,0,1
000427017900005,WOS:000427017900005,2018,10.1093/scan/nsy009,1,1,0,0,1
000427017900006,WOS:000427017900006,2018,10.1093/scan/nsy010,1,1,0,0,1
000427017900007,WOS:000427017900007,2018,10.1093/scan/nsy011,1,1,0,0,1
000427017900008,WOS:000427017900008,2018,10.1093/scan/nsx146,1,1,0,0,1
000427017900009,WOS:000427017900009,2018,10.1093/scan/nsx145,1,1,0,0,1
000427017900009,WOS:000427017900009,2018,10.1093/scan/nsx145,1,1,0,0,1
000427017900010,WOS:000427017900010,2018,10.1093/scan/nsy004,1,1,0,0,1
000427025900008,WOS:000427025900008,2018,10.1017/s0033291717002161,0,0,0,0,0
000427029700002,WOS:000427029700002,2018,10.1186/s13229-018-0192-x,1,1,0,0,1
000427074200015,WOS:000427074200015,2018,10.1080/02699052.2018.1431842,1,0,1,0,0
000427117300017,WOS:000427117300017,2018,10.1002/hbm.23945,1,0,1,0,0
000427121700002,WOS:000427121700002,2018,10.1038/s41467-018-03399-2,1,1,0,0,1
000427298300005,WOS:000427298300005,2018,10.1111/psyp.12988,1,0,0,0,1
000427411700001,WOS:000427411700001,2018,10.3389/fnins.2018.00149,1,1,0,0,1
000427529200012,WOS:000427529200012,2018,10.1016/j.neuroimage.2017.11.039,0,0,0,0,0
000427529200020,WOS:000427529200020,2018,10.1016/j.neuroimage.2017.11.032,0,0,0,0,0
000427534200018,WOS:000427534200018,2018,10.1093/schbul/sbx059,1,0,0,1,1
000427562400035,WOS:000427562400035,2018,10.1111/biom.12713,1,0,0,0,1
000427589100023,WOS:000427589100023,2018,10.1038/s41598-018-23152-5,1,1,0,0,1
000427634500027,WOS:000427634500027,2018,10.1016/j.neuroimage.2016.12.024,0,0,0,0,0
000427642800014,WOS:000427642800014,2018,10.1016/j.neuroimage.2017.12.023,0,0,0,0,0
000427642800026,WOS:000427642800026,2018,10.1016/j.neuroimage.2017.12.051,1,0,0,1,1
000427642800036,WOS:000427642800036,2018,10.1016/j.neuroimage.2017.12.030,1,0,0,0,1
000427643700003,WOS:000427643700003,2018,10.1016/j.neuroimage.2017.12.076,0,0,0,0,0
000427690900020,WOS:000427690900020,2018,10.1523/jneurosci.2470-17.2018,1,0,1,0,1
000427739800001,WOS:000427739800001,2018,10.1037/bne0000226,1,0,0,0,1
000427739800002,WOS:000427739800002,2018,10.1037/bne0000231,0,0,0,0,0
000427739800003,WOS:000427739800003,2018,10.1037/bne0000224,1,0,0,1,0
000427739800004,WOS:000427739800004,2018,10.1037/bne0000225,0,0,0,0,0
000427739800005,WOS:000427739800005,2018,10.1037/bne0000227,1,0,0,1,1
000427739800006,WOS:000427739800006,2018,10.1037/bne0000228,1,0,0,1,0
000427739800007,WOS:000427739800007,2018,10.1037/bne0000230,0,0,0,0,0
000428128200002,WOS:000428128200002,2018,10.1016/j.biopsycho.2018.02.006,1,0,0,0,1
000428233700002,WOS:000428233700002,2018,10.1016/j.neurobiolaging.2017.12.028,0,0,0,0,0
000428270200001,WOS:000428270200001,2018,10.3389/fnbeh.2018.00057,1,1,0,0,1
000428278400020,WOS:000428278400020,2018,10.1007/s11011-017-0145-7,0,0,0,0,0
000428319300005,WOS:000428319300005,2018,10.1002/dev.21599,0,0,0,0,0
000428325800011,WOS:000428325800011,2018,10.1111/ejn.13620,1,0,0,1,1
000428325800013,WOS:000428325800013,2018,10.1111/ejn.13634,0,0,0,0,0
000428325800023,WOS:000428325800023,2018,10.1111/ejn.13752,1,0,0,0,1
000428373000046,WOS:000428373000046,2018,10.1371/journal.pone.0194878,1,1,0,0,1
000428442400001,WOS:000428442400001,2018,10.3389/fpsyg.2018.00395,1,1,0,0,1
000428563500001,WOS:000428563500001,2018,10.3389/fpsyg.2018.00420,1,1,0,0,1
000428599100006,WOS:000428599100006,2018,10.1016/j.yebeh.2018.01.024,0,0,0,0,0
000428599100007,WOS:000428599100007,2018,10.1016/j.yebeh.2017.11.018,1,0,0,0,1
000428606200005,WOS:000428606200005,2018,10.1016/j.ijdevneu.2017.10.004,0,0,0,0,0
000428736200002,WOS:000428736200002,2018,10.1080/17470919.2016.1248788,1,0,0,0,1
000428736200003,WOS:000428736200003,2018,10.1080/17470919.2016.1251965,0,0,0,0,0
000428736200004,WOS:000428736200004,2018,10.1080/17470919.2016.1252795,0,0,0,0,0
000428736200005,WOS:000428736200005,2018,10.1080/17470919.2016.1253610,0,0,0,0,0
000428736200005,WOS:000428736200005,2018,10.1080/17470919.2016.1253610,0,0,0,0,0
000428736200007,WOS:000428736200007,2018,10.1080/17470919.2016.1257437,1,0,0,1,1
000428736200008,WOS:000428736200008,2018,10.1080/17470919.2016.1267040,0,0,0,0,0
000428736200008,WOS:000428736200008,2018,10.1080/17470919.2016.1267040,0,0,0,0,0
000428877200005,WOS:000428877200005,2018,10.1093/cercor/bhx022,1,0,1,0,1
000428877200021,WOS:000428877200021,2018,10.1093/cercor/bhx051,1,0,1,0,0
000428877200024,WOS:000428877200024,2018,10.1093/cercor/bhx335,1,0,0,1,1
000428877200031,WOS:000428877200031,2018,10.1093/cercor/bhx362,1,0,0,1,1
000428939000001,WOS:000428939000001,2018,10.1186/s11689-018-9228-y,1,1,0,0,1
000428961300029,WOS:000428961300029,2018,10.1016/j.cub.2018.02.042,1,0,0,1,1
000429028200001,WOS:000429028200001,2018,10.1093/biostatistics/kxx027,1,0,1,0,1
000429029000018,WOS:000429029000018,2018,10.1007/s11682-017-9701-3,0,0,0,0,0
000429030300038,WOS:000429030300038,2018,10.1093/brain/awy019,1,0,1,0,0
000429096600005,WOS:000429096600005,2018,10.1080/0361073x.2018.1449590,1,0,0,0,1
000429098800006,WOS:000429098800006,2018,10.1126/scitranslmed.aao6975,1,0,1,0,1
000429104200013,WOS:000429104200013,2018,10.1007/s00330-017-5206-0,0,0,0,0,0
000429104300020,WOS:000429104300020,2018,10.1523/jneurosci.1939-17.2018,1,0,1,0,1
000429278800001,WOS:000429278800001,2018,10.3389/fnbeh.2018.00060,1,1,0,0,1
000429308000034,WOS:000429308000034,2018,10.1016/j.jad.2018.02.083,1,0,0,0,1
000429308000044,WOS:000429308000044,2018,10.1016/j.jad.2017.12.033,0,0,0,0,0
000429357800001,WOS:000429357800001,2018,10.3389/fnbeh.2018.00066,1,1,0,0,1
000429358800001,WOS:000429358800001,2018,10.1080/17470919.2017.1324521,1,0,0,0,1
000429358800001,WOS:000429358800001,2018,10.1080/17470919.2017.1324521,1,0,0,0,1
000429358800002,WOS:000429358800002,2018,10.1080/17470919.2017.1327458,0,0,0,0,0
000429358800003,WOS:000429358800003,2018,10.1080/17470919.2017.1311939,1,0,0,1,1
000429358800003,WOS:000429358800003,2018,10.1080/17470919.2017.1311939,1,0,0,1,1
000429358800004,WOS:000429358800004,2018,10.1080/17470919.2017.1317662,1,0,0,0,1
000429358800004,WOS:000429358800004,2018,10.1080/17470919.2017.1317662,1,0,0,0,1
000429358800005,WOS:000429358800005,2018,10.1080/17470919.2017.1318777,0,0,0,0,0
000429358800006,WOS:000429358800006,2018,10.1080/17470919.2017.1304990,1,0,0,1,0
000429358800007,WOS:000429358800007,2018,10.1080/17470919.2017.1324811,0,0,0,0,0
000429358800007,WOS:000429358800007,2018,10.1080/17470919.2017.1324811,0,0,0,0,0
000429358800008,WOS:000429358800008,2018,10.1080/17470919.2017.1326400,0,0,0,0,0
000429358800009,WOS:000429358800009,2018,10.1080/17470919.2017.1327457,0,0,0,0,0
000429358800010,WOS:000429358800010,2018,10.1080/17470919.2017.1308880,1,0,0,1,0
000429358800011,WOS:000429358800011,2018,10.1080/17470919.2017.1329165,1,0,0,0,1
000429358800011,WOS:000429358800011,2018,10.1080/17470919.2017.1329165,1,0,0,0,1
000429364100002,WOS:000429364100002,2018,10.1080/17470919.2016.1276473,1,0,0,0,1
000429364100003,WOS:000429364100003,2018,10.1080/17470919.2016.1258009,0,0,0,0,0
000429364100004,WOS:000429364100004,2018,10.1080/17470919.2016.1273133,0,0,0,0,0
000429364100005,WOS:000429364100005,2018,10.1080/17470919.2017.1285249,0,0,0,0,0
000429364100006,WOS:000429364100006,2018,10.1080/17470919.2017.1285812,1,0,0,1,1
000429364100006,WOS:000429364100006,2018,10.1080/17470919.2017.1285812,1,0,0,1,1
000429364100007,WOS:000429364100007,2018,10.1080/17470919.2017.1288656,0,0,0,0,0
000429364100008,WOS:000429364100008,2018,10.1080/17470919.2017.1288657,1,0,0,1,1
000429364100009,WOS:000429364100009,2018,10.1080/17470919.2017.1289979,1,0,0,0,1
000429364600001,WOS:000429364600001,2018,10.3389/fneur.2018.00224,1,1,0,0,1
000429368100008,WOS:000429368100008,2018,10.2174/1567205015666171212103323,1,0,0,0,1
000429409900038,WOS:000429409900038,2018,10.1523/eneuro.0336-17.2018,1,1,0,0,1
000429431500001,WOS:000429431500001,2018,10.3758/s13415-017-0558-0,1,0,1,0,0
000429431500002,WOS:000429431500002,2018,10.3758/s13415-018-0563-y,1,0,1,0,1
000429431500006,WOS:000429431500006,2018,10.3758/s13415-018-0568-6,1,0,1,0,0
000429431500011,WOS:000429431500011,2018,10.3758/s13415-018-0573-9,1,0,1,0,0
000429522200025,WOS:000429522200025,2018,10.1371/journal.pone.0195189,1,1,0,0,1
000429536000014,WOS:000429536000014,2018,10.1016/j.dcn.2017.01.007,1,1,0,0,1
000429536000015,WOS:000429536000015,2018,10.1016/j.dcn.2017.02.005,1,1,0,0,1
000429587200013,WOS:000429587200013,2018,10.1117/1.nph.5.1.011013,1,0,0,1,1
000429693800007,WOS:000429693800007,2018,10.1111/ane.12891,0,0,0,0,0
000429700300007,WOS:000429700300007,2018,10.1002/brb3.940,1,1,0,0,1
000429700300010,WOS:000429700300010,2018,10.1002/brb3.943,1,1,0,0,1
000429710500028,WOS:000429710500028,2018,10.1002/hbm.24003,1,0,1,0,1
000429712800001,WOS:000429712800001,2018,10.3389/fpsyg.2018.00526,1,1,0,0,1
000429767600006,WOS:000429767600006,2018,10.1177/1362361316667056,0,0,0,0,0
000429876600001,WOS:000429876600001,2018,10.1186/s12993-018-0140-0,1,1,0,0,1
000429877500001,WOS:000429877500001,2018,10.1186/s11689-018-9232-2,1,1,0,0,1
000429897200007,WOS:000429897200007,2018,10.1016/j.pscychresns.2018.02.006,0,0,0,0,0
000429908000007,WOS:000429908000007,2018,10.1177/0146167217744524,0,0,0,0,0
000429940900033,WOS:000429940900033,2018,10.1016/j.neuroimage.2017.02.019,1,0,0,1,0
000430032400003,WOS:000430032400003,2018,10.1016/j.cortex.2017.11.016,1,0,0,0,1
000430086700009,WOS:000430086700009,2018,10.1177/1087054717703188,1,0,0,0,1
000430097700007,WOS:000430097700007,2018,10.1007/s10802-017-0335-0,1,0,0,0,1
000430115600001,WOS:000430115600001,2018,10.3389/fnins.2018.00201,1,1,0,0,1
000430119100015,WOS:000430119100015,2018,10.1111/desc.12571,1,0,0,0,1
000430119100025,WOS:000430119100025,2018,10.1111/desc.12581,1,0,0,0,1
