Authors	Title	Publication Year	DOI	sample size before exclusion	sample_size_after.x	UT	p_oa	p_oa_gold	p_oa_bronze	p_oa_hybrid	p_oa_green	pub_block_begin	pub_block_end	p	mcs	tcs	mncs	mnjs	pp_top_perc	pp_uncited	prop_self_cits	int_cov	pp_collab	pp_int_collab	SO	NR	TC	Z9	U1	U2	SN	JI	PD	WC	SC	AU1_UN	standardized.coder.comment.y	p.value.	MF_short	MF_in_t_a_d_o	MF_clarity	MF_result_report	MF_result_report_clarity	MF_is_positive_finding	Paper_type	is_longtitudinal	paper_clarity	is_replication	is_exploratory	prereg	prereg_link	NA..1	altmetric_jid	issns	cohorts.pub	cohorts.sci	cohorts.com	context.all.count	context.all.mean	context.all.rank	context.all.pct	context.all.higher_than	context.journal.count	context.journal.mean	context.journal.rank	context.journal.pct	context.journal.higher_than	context.similar_age_3m.count	context.similar_age_3m.mean	context.similar_age_3m.rank	context.similar_age_3m.pct	context.similar_age_3m.higher_than	context.similar_age_journal_3m.count	context.similar_age_journal_3m.mean	context.similar_age_journal_3m.rank	context.similar_age_journal_3m.pct	context.similar_age_journal_3m.higher_than	authors1	authors2	authors3	authors4	type	altmetric_id	schema	is_oa	publisher_subjects.name1	publisher_subjects.name2	publisher_subjects.scheme1	publisher_subjects.scheme2	cited_by_posts_count	cited_by_tweeters_count	cited_by_accounts_count	last_updated	score	history.1y	history.6m	history.3m	history.1m	history.1w	history.6d	history.5d	history.4d	history.3d	history.2d	history.1d	history.at	added_on	published_on	scopus_subjects1	scopus_subjects2	readers.citeulike	readers.mendeley	readers.connotea	readers_count	images.small	images.medium	images.large	details_url	publisher_subjects.name3	publisher_subjects.scheme3	pmid	uri	authors5	cited_by_qna_count	subjects	scopus_subjects3	scopus_subjects4	issns1	issns2	issns3	abstract	abstract_source	authors6	authors7	authors8	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_peer_review_sites_count	cited_by_msm_count	authors	publisher_subjects.name	publisher_subjects.scheme	cohorts.doc	publisher_subjects.name4	publisher_subjects.name5	publisher_subjects.name6	publisher_subjects.name7	publisher_subjects.scheme4	publisher_subjects.scheme5	publisher_subjects.scheme6	publisher_subjects.scheme7	cited_by_policies_count	authors9	authors10	subjects1	subjects2	subjects3	cited_by_gplus_count	handles	handle	publisher_subjects.name8	publisher_subjects.name9	publisher_subjects.scheme8	publisher_subjects.scheme9	authors11	authors12	authors13	authors14	authors15	authors16	pmc	scopus_subjects	cited_by_wikipedia_count	cited_by_videos_count	cited_by_pinners_count	cited_by_rdts_count
LALONDE RN	THE DYNAMICS OF GROUP DIFFERENTIATION IN THE FACE OF DEFEAT	1992	10.1177/0146167292183010	15	12	isia1992hw44200010	0	0	0	0	0	1981	2017	1	34	34	0.738864768344774	1.33937348693087	0	0	0.0285714285714286	0.5	0	0	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	18	40	40	0	0	0146-1672	PERS. SOC. PSYCHOL. BULL.	JUN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	YORK UNIV																																																																																																																																												
LAM CK;HUANG X;CHIU WCK	"MIND OVER BODY? THE COMBINED EFFECT OF OBJECTIVE BODY WEIGHT, PERCEIVED BODY WEIGHT, AND GENDER ON ILLNESS-RELATED ABSENTEEISM"	2010	10.1007/S11199-010-9779-1	166	162	isi000280923400013	0	0	0	0	0	1981	2017	1	2	2	0.140411859484473	1.26063202310877	0	0	0	0.839080459770115	1	0	SEX ROLES	89	3	3	0	5	0360-0025	SEX ROLES	AUG	"PSYCHOLOGY, DEVELOPMENTAL; PSYCHOLOGY, SOCIAL; WOMEN'S STUDIES"	PSYCHOLOGY; WOMEN'S STUDIES	CITY UNIV HONG KONG																	4f6fa5143cf058f61000351e					12330736	7.6201549488998	7707789	23	2894212	1810	13.680884466556	1101	8	158	264717	12.278318658486	146134	35	93069	21	43.3147	16	4	1	Catherine K. Lam	Xu Huang	Warren C. K. Chiu		article	10844288	1.5.4	FALSE	Gender Studies	"Medicine/Public Health, general"	springer	springer	1		1	1472189986	1	0	0	0	0	0	0	0	0	0	0	0	1	1472213673	1270771200	Psychology	Social Sciences	0	12	0	12	https://badges.altmetric.com/?size=64&score=1&types=eeeeeeee	https://badges.altmetric.com/?size=100&score=1&types=eeeeeeee	https://badges.altmetric.com/?size=180&score=1&types=eeeeeeee	http://www.altmetric.com/details.php?citation_id=10844288	Psychology	springer								0360-0025	1573-2762									1						Sociology	Other Studies In Human Society	Psychology	Public Health And Health Services	springer	era	era	era																									
LANDAU MJ;GREENBERG J;SULLIVAN D	"DEFENDING A COHERENT AUTOBIOGRAPHY: WHEN PAST EVENTS APPEAR INCOHERENT, MORTALITY SALIENCE PROMPTS COMPENSATORY BOLSTERING OF THE PAST'S SIGNIFICANCE AND THE FUTURE'S ORDERLINESS"	2009	10.1177/0146167209336608	125	125	isi000267904100003	0	0	0	0	0	1981	2017	1	15	15	0.673947757978638	1.11749524242965	0	0	0	0.62962962962963	1	0	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	35	17	18	0	0	0146-1672	PERS. SOC. PSYCHOL. BULL.	AUG	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV KANSAS																																																																																																																																												
LAU DC;LAM LW	EFFECTS OF TRUSTING AND BEING TRUSTED ON TEAM CITIZENSHIP BEHAVIOURS IN CHAIN STORES	2008	10.1111/J.1467-839X.2008.00251.X	225	225	isi000255817500005	0	0	0	0	0	1981	2017	1	17	17	0.653802673595935	0.462833941348846	0	0	0.105263157894737	0.742857142857143	1	0	ASIAN JOURNAL OF SOCIAL PSYCHOLOGY	42	29	30	0	27	1367-2223	ASIAN J. SOC. PSYCHOL.	JUN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	CHINESE UNIV HONG KONG																																																																																																																																												
LAU LY;RANYARD R	CHINESE AND ENGLISH SPEAKERS' LINGUISTIC EXPRESSION OF PROBABILITY AND PROBABILISTIC THINKING	1999	10.1177/0022022199030004002	60	60	isi000081397000002	0	0	0	0	0	1981	2017	1	11	11	0.242973381039969	0.903362570533217	0	0	0.0833333333333333	0.6	0	0	JOURNAL OF CROSS-CULTURAL PSYCHOLOGY	9	12	13	0	0	0022-0221	J. CROSS-CULT. PSYCHOL.	JUL	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	BOLTON INST HIGHER EDUC																																																																																																																																												
LEIGH J;NEIGHBORS C	ENHANCEMENT MOTIVES MEDIATE THE POSITIVE ASSOCIATION BETWEEN MIND/BODY AWARENESS AND COLLEGE STUDENT DRINKING	2009	10.1521/JSCP.2009.28.5.650	212	210	isi000266610400006	1	0	0	0	1	1981	2017	1	19	19	0.846937353293206	0.853665753319369	0	0	0.05	0.6	1	0	JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY	73	23	23	2	19	0736-7236	J. SOC. CLIN. PSYCHOL.	MAY	"PSYCHOLOGY, CLINICAL; PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	INDIANA STATE UNIV																																																																																																																																												
LUAN M;LI H	GOOD ENOUGH-COMPROMISE BETWEEN DESIRABILITY AND FEASIBILITY: AN ALTERNATIVE PERSPECTIVE ON SATISFICING	2017	10.1016/J.JESP.2017.01.002	167	167	isi000397366500012	0	0	0	0	0	1981	2017	1	1	1	0.701006765472912	1.47258468183236	0	0	0.5	0.888888888888889	0	0	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	32	4	4	2	14	0022-1031	J. EXP. SOC. PSYCHOL.	MAY	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	TSINGHUA UNIV																	4f6fa4f43cf058f610002d9d	0022-1031	1			12341179	7.6213593196554	1248838	89	11082015	1591	24.139256603774	597	62	993	333183	11.883276017311	50362	84	282356	53	40.761961538462	18	66	35	Mo Luan	Hong Li			article	15680711	1.5.4	FALSE	Psychology	Cognitive Science	era	era	2	1	2	1513858761	10.25	0	0	0	0	0	0	0	0	0	0	0	10.25	1485143230	1493596800	Psychology	Social Sciences	0	54	0	54	https://badges.altmetric.com/?size=64&score=11&types=mmmmtttt	https://badges.altmetric.com/?size=100&score=11&types=mmmmtttt	https://badges.altmetric.com/?size=180&score=11&types=mmmmtttt	http://www.altmetric.com/details.php?citation_id=15680711				http://linkinghub.elsevier.com/retrieve/pii/S0022103116306059																	1																																					
MACKAY SA;WHITE KM;OBST PL	SIGN AND SHARE: WHAT INFLUENCES OUR PARTICIPATION IN ONLINE MICROVOLUNTEERING	2016	10.1089/CYBER.2015.0282	171	171	isi000373923500005	0	0	0	0	0	1981	2017	1	0	0	0	1.26899338849103	0	1	1	0.636363636363636	0	0	CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING	22	1	1	1	10	2152-2715	CYBERPSYCHOLOGY BEHAV. SOC. NETW.	APR 1	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	QUEENSLAND UNIV TECHNOL																	4f6fa4eb3cf058f6100026c1		1	1		8656272	7.2590343562402	4668002	27	2387475	758	24.777342140026	562	18	140	277062	11.704638848484	152006	35	98185	20	9.1965263157895	15	20	4	MackayStacey A.	"Mackay, Stacey A"	"White, Katherine M"	"Obst, Patricia L"	article	6656281	1.5.4	FALSE	Psychology	Cognitive Science	era	era	2	2	2	1460564539	1	0	0	0	0	0	0	0	0	0	0	0	1	1460564554	1459468800			0	13	0	13	https://badges.altmetric.com/?size=64&score=1&types=tttttttt	https://badges.altmetric.com/?size=100&score=1&types=tttttttt	https://badges.altmetric.com/?size=180&score=1&types=tttttttt	http://www.altmetric.com/details.php?citation_id=6656281	Information Systems	era	27057593		"Mackay, Stacey A."					2152-2723	2152-2715		"Microvolunteering is bite-size volunteering with no commitment to repeat and minimum formality, involving short and specific actions. Online microvolunteering occurs through an internet-connected device. University students' online microvolunteering decisions were investigated using an extended theory of planned behavior (TPB) comprising attitudes and normative and control perceptions, with the additional variables of moral norm and group norm. Participants (N = 303) completed the main TPB questionnaire and 1-month follow-up survey (N = 171) assessing engagement in online microvolunteering. Results generally supported standard and additional TPB constructs predicting intention. Intention predicted behavior. The findings suggest an important role for attitudes and moral considerations in understanding what influences this increasingly popular form of online activity."		"White, Katherine M."	"Obst, Patricia L."																					behavioralsciences	psychology																				
MAHALINGAM V;STILLWELL D;KOSINSKI M;RUST J;KOGAN A	WHO CAN WAIT FOR THE FUTURE? A PERSONALITY PERSPECTIVE	2014	10.1177/1948550613515007	6946	5888	isi000337701700009	1	0	0	0	1	1981	2017	1	7	7	0.947563161868364	0.993490968183412	0	0	0.222222222222222	0.781818181818182	0	0	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE	56	10	10	1	26	1948-5506	SOC. PSYCHOL. PERSONAL SCI.	JUL	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV CAMBRIDGE	survey	0.05	"""we found that greater DD was
predicted by low openness and conscientiousness and higher extraversion and neuroticism."""	3	1	"""Specifically,
people who are higher in openness tend to discount
US$100 less than those low in openness, b ¼ ?0.05,
CI95[?0.08, ?0.02], t ¼ ?2.95; larger amounts magnify this
effect by 60%, with people higher in openness discounting
US$1000 far less, b ¼ ?0.08, CI95[?0.11, ?0.05],
t ¼ ?4.98, than people low in openness. In the opposite
direction, individuals high in neuroticism tend to discount
US$100, b ¼ 0.05, CI95[0.02, 0.07], t ¼ 3.95, more than individuals
low in neuroticism."""	1	1	2	0	1	0	0	0	0	2 issues here: authors test both specific hypothesis and do exploratory work. Also no p-values but confidence itnervals (but justly so)	4f6fa6383cf058f610008966		7	1		13374769	8.0507173027491	3445727	74	9911864	942	52.910053134963	641	31	299	250646	7.4300566458538	58988	76	191221	32	27.075290322581	23	28	9	Vaishali Mahalingam	David Stillwell	Michal Kosinski	John Rust	article	1973910	1.5.4	FALSE					9	8	8	1415026279	4.1	0	0	0	0	0	0	0	0	0	0	0	4.1	1386816443	1386720000			0	70	0	70	https://badges.altmetric.com/?size=64&score=5&types=tttttttt	https://badges.altmetric.com/?size=100&score=5&types=tttttttt	https://badges.altmetric.com/?size=180&score=5&types=tttttttt	http://www.altmetric.com/details.php?citation_id=1973910				http://journals.sagepub.com/doi/10.1177/1948550613515007	Aleksandr Kogan					1948-5506	1948-5514												Psychology	era																																		
MANER JK;KASCHAK MP;JONES JL	SOCIAL POWER AND THE ADVENT OF ACTION	2010	10.1521/SOCO.2010.28.1.122	68	68	isi000275346800008	0	0	0	0	0	1981	2017	1	10	10	0.513891970980819	0.407762107408693	0	0	0.285714285714286	0.883720930232558	0	0	SOCIAL COGNITION	46	18	19	0	16	0278-016X	SOC. COGN.	FEB	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	FLORIDA STATE UNIV																																																																																																																																												
MASICAMPO EJ;BAUMEISTER RF	COMMITTED BUT CLOSED-MINDED: WHEN MAKING A SPECIFIC PLAN FOR A GOAL HINDERS SUCCESS	2012	10.1521/SOCO.2012.30.1.37	102	102	isi000299909400003	0	0	0	0	0	1981	2017	1	10	10	0.778230083751106	0.635554568396736	0	0	0	0.823529411764706	0	0	SOCIAL COGNITION	17	12	12	0	15	0278-016X	SOC. COGN.	FEB	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	WAKE FOREST UNIV	unclear	0.017	"""When openness to alternatives is crucial to success,
plans can drastically decrease overall rates of attainment."""	2	0	"""hypothesis, which was that a
plan could sometimes hurt rather than help goal attainment. Consistent with that
hypothesis, results revealed a significant effect of planning on goal attainment, b
= -1.46, SE = .61, p = .017,."""	1	1	1	0	1	0	0	0	0																																																																																																																													
MCDANIEL SR;ZUCKERMAN M	THE RELATIONSHIP OF IMPULSIVE SENSATION SEEKING AND GENDER TO INTEREST AND PARTICIPATION IN GAMBLING ACTIVITIES	2003	10.1016/S0191-8869(02)00357-4	790	783	isi000185968800014	0	0	0	0	0	1981	2017	1	71	71	1.43843635954508	0.633250435549551	0	0	0.0405405405405405	0.783783783783784	1	0	PERSONALITY AND INDIVIDUAL DIFFERENCES	38	84	87	2	28	0191-8869	PERS. INDIVID. DIFFER.	OCT	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV MARYLAND																																																																																																																																												
MCLEOD PL	DISTRIBUTED PEOPLE AND DISTRIBUTED INFORMATION: VIGILANT DECISION-MAKING IN VIRTUAL TEAMS	2013	10.1177/1046496413500696	196	196	isi000326698200002	0	0	0	0	0	1981	2017	1	5	5	0.512822057676853	0.418804680436097	0	0	0	0.892307692307692	0	0	SMALL GROUP RESEARCH	68	6	7	0	46	1046-4964	SMALL GROUP RES.	DEC	"PSYCHOLOGY, APPLIED; MANAGEMENT; PSYCHOLOGY, SOCIAL"	PSYCHOLOGY; BUSINESS & ECONOMICS	CORNELL UNIV																	4f6fa5143cf058f610003552		1			14056657	8.2694343260477	12434770	1	0	298	4.4937508417508	255	1	0	282744	9.8547896075232	234678	1	0	5	2.025	4	1	0					article	4759843	1.5.4	FALSE	Psychology	Cognitive Science	era	era	7	1	1	1545261746	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	1447453638	1378339200	Psychology	Social Sciences	0	67	0	67	https://badges.altmetric.com/?size=64&score=1&types=tttttttt	https://badges.altmetric.com/?size=100&score=1&types=tttttttt	https://badges.altmetric.com/?size=180&score=1&types=tttttttt	http://www.altmetric.com/details.php?citation_id=4759843				http://sgr.sagepub.com/cgi/doi/10.1177/1046496413500696						1046-4964	1552-8278											Poppy Lauretta McLeod																																				
MIKULINCER M;HIRSCHBERGER G;NACHMIAS O;GILLATH O	THE AFFECTIVE COMPONENT OF THE SECURE BASE SCHEMA: AFFECTIVE PRIMING WITH REPRESENTATIONS OF ATTACHMENT SECURITY	2001	10.1037//0022-3514.81.2.305	106	106	isi000170823800010	0	0	0	0	0	1981	2017	1	81	81	1.60341468186833	3.23050602691603	0	0	0.263636363636364	0.772727272727273	0	0	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	49	137	142	0	16	0022-3514	J. PERS. SOC. PSYCHOL.	AUG	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	BAR ILAN UNIV																																																																																																																																												
MOLLEMAN E;NAUTA A;JEHN KA	PERSON-JOB FIT APPLIED TO TEAMWORK - A MULTILEVEL APPROACH	2004	10.1177/1046496404264361	498	498	isi000223855900002	0	0	0	0	0	1981	2017	1	13	13	0.32122942591707	0.529616720165836	0	0	0.315789473684211	0.637931034482759	1	1	SMALL GROUP RESEARCH	61	29	30	1	27	1046-4964	SMALL GROUP RES.	OCT	"PSYCHOLOGY, APPLIED; MANAGEMENT; PSYCHOLOGY, SOCIAL"	PSYCHOLOGY; BUSINESS & ECONOMICS	UNIV GRONINGEN																																																																																																																																												
MORRISON MM;SHAFFER DR	GENDER-ROLE CONGRUENCE AND SELF-REFERENCING AS DETERMINANTS OF ADVERTISING EFFECTIVENESS	2003	10.1023/A:1024604424224	246	246	isi000184030800006	0	0	0	0	0	1981	2017	1	19	19	0.675470075415577	0.861705426966661	0	0	0	0.75	0	0	SEX ROLES	26	22	24	1	32	0360-0025	SEX ROLES	SEP	"PSYCHOLOGY, DEVELOPMENTAL; PSYCHOLOGY, SOCIAL; WOMEN'S STUDIES"	PSYCHOLOGY; WOMEN'S STUDIES	UNIV GEORGIA	unclear	0.055	"""Consistent with a gender-role congruence model of advertising effectiveness,traditional participants(masculine men;feminine women)responded more favorably to traditional (i.e., gender-stereotyped) than to nontraditional advertisements, whereas nontraditional participants (androgynous individuals; feminine men; masculine women) reacted somewhat more favorably to the nontraditional advertisements"""	2	0	"""Only the main effect of participant gender role orientation approached signiﬁcance, F(1, 238)= 3.69, p= .055. This unanticipated ﬁnding reﬂected the fact that persons with traditional gender-role orientations(i.e.,masculine men;feminine women)evaluated the advertisements somewhat more favorably overall (M=6.64) than did their counterparts with nontraditional gender-role orientations (M=6.30)."""	1	0	3	0	1	0	0	0																																																																																																																														
MORTON TA;POSTMES T;JETTEN J	PLAYING THE GAME: WHEN GROUP SUCCESS IS MORE IMPORTANT THAN DOWNGRADING DEVIANTS	2007	10.1002/EJSP.385	95	95	isi000247996800001	0	0	0	0	0	1981	2017	1	30	30	0.98269503022145	0.729720124851189	0	0	0.230769230769231	0.696969696969697	0	0	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY	35	43	44	1	12	0046-2772	EUR. J. SOC. PSYCHOL.	JUL-AUG	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV EXETER																																																																																																																																												
MULLET E;NETO F	QUALITY OF INFORMATION AND AVAILABILITY OF SOCIAL INDEXES	1991	10.1111/J.1559-1816.1991.TB00502.X	40	40	isia1991gt69700003	0	0	0	0	0	1981	2017	1	0	0	0	0.472254085085066	0	1	NULL	0.4	1	1	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	25	0	0	0	1	0021-9029	J. APPL. SOC. PSYCHOL.	NOV 1	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV PORTO;ECOLE PRAT HAUTES ETUD																																																																																																																																												
MURPHY J;WULFF K;CATMUR C;BIRD G	"ALEXITHYMIC TRAITS, INDEPENDENT OF DEPRESSION AND ANXIETY, ARE ASSOCIATED WITH REDUCED SLEEP QUALITY"	2018	10.1016/J.PAID.2018.03.023	86	70	isi000430901600031	1	0	0	1	0	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	PERSONALITY AND INDIVIDUAL DIFFERENCES	39	0	0	0	17	0191-8869	PERS. INDIVID. DIFFER.	JUL 15	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	INST PSYCHIAT PSYCHOL AND NEUROSCI																	4f6fa5123cf058f6100032ca	0191-8869	1			12733544	7.822618334099	11327042	1	0	3988	14.670634562328	3555	1	0	273816	14.211732629695	238058	1	0	107	10.398339622642	82	1	0	Jennifer Murphy	Katharina Wulff	Caroline Catmur	Geoffrey Bird	article	35075961	1.5.4	FALSE	Psychology	Cognitive Science	era	era	1	1	1	1522530839	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	1522530851	1530403200	Psychology	Social Sciences	0	35	0	35	https://badges.altmetric.com/?size=64&score=1&types=tttttttt	https://badges.altmetric.com/?size=100&score=1&types=tttttttt	https://badges.altmetric.com/?size=180&score=1&types=tttttttt	http://www.altmetric.com/details.php?citation_id=35075961																																																										
NIEMYJSKA A	WHEN DO KEEPSAKES KEEP US TOGETHER? THE EFFECT OF SEPARATION FROM A PARTNER ON DIRECTING ATTACHMENT TO INANIMATE OBJECTS	2019	10.1111/PERE.12274	71	70	isi000472582400004	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	PERSONAL RELATIONSHIPS	60	0	0	0	0	1350-4126	PERS. RELAT.	JUN	"COMMUNICATION; PSYCHOLOGY, SOCIAL"	COMMUNICATION; PSYCHOLOGY	UNIV SOCIAL SCI AND HUMANITIES																	4f6fa5123cf058f6100032c9		2			13935576	8.2279102572977	8735530	24	3349820	406	24.579837037037	326	14	58	257612	12.512506166274	151896	32	83672	4	4.3166666666667	4	1	0					article	61303548	1.5.4	FALSE	Psychology	Communication And Media Studies	era	era	2	2	2	1559265721	1	1	0	0	0	0	0	0	0	0	0	0	1	1559235676	1558569600	Psychology	Social Sciences	0	4	0	4	https://badges.altmetric.com/?size=64&score=1&types=tttttttt	https://badges.altmetric.com/?size=100&score=1&types=tttttttt	https://badges.altmetric.com/?size=180&score=1&types=tttttttt	http://www.altmetric.com/details.php?citation_id=61303548										1350-4126	1475-6811											Aleksandra Niemyjska																																				
O BRIEN LT;CRANDALL CS	STEREOTYPE THREAT AND AROUSAL: EFFECTS ON WOMEN'S MATH PERFORMANCE	2003	10.1177/0146167203029006010	164	164	isi000182931600010	0	0	0	0	0	1981	2017	1	148	148	2.99843072130523	1.25311537425594	1	0	0.0263157894736842	0.8	0	0	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	38	183	186	4	28	0146-1672	PERS. SOC. PSYCHOL. BULL.	JUN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV CALIF SANTA BARBARA		0.05	"""Compared to women in a “no differences” condition, women in the “gender differences” condition scored better
on the easy math test and worse on the difficult math test."""	2	1	"""On the easy test, women in
the gender differences condition performed better (M =
+.20) than did women in the no differences condition
(M = –.25), t(57) = 1.82, p < .05, one-tailed, d = .47."""	1	1	1	0	1	0	0	0			4f6fa6023cf058f610006396		3	1	1	14297923	8.3790602508432	927236	93	13370679	2116	31.492203309693	672	68	1444	201840	8.4283945917292	14999	92	186840	33	49.1483125	15	54	18	Laurie T. O'Brien	Christian S. Crandall			article	2654525	1.5.4	FALSE	Psychology	Cognitive Science	era	era	9	5	8	1573718359	18.54	1	1	0	0	0	0	0	0	0	0	0	18.54	1409876043	1467417600	Psychology	Social Sciences	0	163	1	164	https://badges.altmetric.com/?size=64&score=19&types=bbtttttd	https://badges.altmetric.com/?size=100&score=19&types=bbtttttd	https://badges.altmetric.com/?size=180&score=19&types=bbtttttd	http://www.altmetric.com/details.php?citation_id=2654525			15189633				psychology			0146-1672	1552-7433		"Theories of arousal suggest that arousal should decrease performance on difficult tasks and increase performance on easy tasks. An experiment tested the hypothesis that the effects of stereotype threat on performance are due to heightened arousal. The authors hypothesized that telling participants that a math test they are about to take is known to have gender differences would cause stereotype threat in women but not in men. In the experiment, each participant took two tests--a difficult math test and an easy math test. Compared to women in a ""no differences"" condition, women in the ""gender differences"" condition scored better on the easy math test and worse on the difficult math test. Men's performance was unaffected by the manipulation. These data are consistent with an arousal-based explanation of stereotype threat effects. Data were inconsistent with expectancy, evaluation apprehension, and persistence explanations of the stereotype threat phenomenon."	pubmed					2															1																								
PETERSON RD;GRIPPO KP;TANTLEFF DUNN S	"EMPOWERMENT AND POWERLESSNESS: A CLOSER LOOK AT THE RELATIONSHIP BETWEEN FEMINISM, BODY IMAGE AND EATING DISTURBANCE"	2008	10.1007/S11199-007-9377-Z	276	276	isi000254850100004	0	0	0	0	0	1981	2017	1	13	13	0.696808081643495	1.22588632678463	0	0	0	0.639344262295082	0	0	SEX ROLES	65	18	19	1	20	0360-0025	SEX ROLES	MAY	"PSYCHOLOGY, DEVELOPMENTAL; PSYCHOLOGY, SOCIAL; WOMEN'S STUDIES"	PSYCHOLOGY; WOMEN'S STUDIES	UNIV CENT FLORIDA																	4f6fa5143cf058f61000351e		1			13722278	8.2020848644757	1123526	91	12584662	1915	15.36844200627	370	80	1537	158665	8.2243287072054	14744	90	143733	16	7.0353333333333	3	75	12	Rachel D. Peterson	Karen P. Grippo	Stacey Tantleff-Dunn		article	1699782	1.5.4	FALSE	Anthropology	Interdisciplinary Studies	springer	springer	4	1	3	1513342641	14	0	0	0	0	0	0	0	0	0	0	0	14	1377011293	1199923200	Psychology	Social Sciences	0	63	0	63	https://badges.altmetric.com/?size=64&score=14&types=eeemmmtt	https://badges.altmetric.com/?size=100&score=14&types=eeemmmtt	https://badges.altmetric.com/?size=180&score=14&types=eeemmmtt	http://www.altmetric.com/details.php?citation_id=1699782	Personality & Social Psychology	springer								0360-0025	1573-2762									1	1					Psychology	Sexual Behavior	Sociology	Other Studies In Human Society	springer	springer	springer	era										Psychology	Public Health And Health Services	era	era												
PFUNDMAIR M;LERMER E;FREY D;AYDIN N	CONSTRUAL LEVEL AND SOCIAL EXCLUSION: CONCRETE THINKING IMPEDES RECOVERY FROM SOCIAL EXCLUSION	2015	10.1080/00224545.2015.1015475	35	35	isi000356322900005	1	0	0	0	1	1981	2017	1	0	0	0	0.535267176067429	0	1	1	0.851063829787234	1	1	JOURNAL OF SOCIAL PSYCHOLOGY	48	3	3	3	30	0022-4545	J. SOC. PSYCHOL.	JUL 4	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV MUNICH		0.054	"""Indeed, lower compared to higher concrete
thinking (Study 1)"" "" bolstered the basic need
of belonging when excluded."""	2	1	"""In the exclusion condition, participants with higher concrete
thinking style reported significantly lower levels of belonging than participants with lower concrete thinking style, t(34) = −2.00, p = .054, β = −.40, 95% CI = [−0.81, 0.01]. In the inclusion
condition, both groups of participants did not differ, t(34) = 0.49, p = .627."""	1	1	1	0	1	0	0	0			4f6fa4d83cf058f610001390		2	1		11337580	7.2397611056015	6349375	43	4887285	582	10.774647160069	370	35	208	267124	8.5727652804141	114543	55	148280	12	12.540909090909	3	75	9					article	3685678	1.5.4	FALSE	Psychology	Cognitive Science	era	era	3	3	3	1424111009	1.75	0	0	0	0	0	0	0	0	0	0	0	1.75	1424040533		Psychology	Social Sciences	0	51	0	51	https://badges.altmetric.com/?size=64&score=2&types=tttttttt	https://badges.altmetric.com/?size=100&score=2&types=tttttttt	https://badges.altmetric.com/?size=180&score=2&types=tttttttt	http://www.altmetric.com/details.php?citation_id=3685678	Sociology	era	25668317										"Abstract Social exclusion is a painful experience. Recent research has shown, however, that coping with exclusion can be facilitated by favorable conditions. In the current research, we investigated whether construal level affects recovery from social exclusion. We hypothesized that an abstract vs. concrete mindset would moderate coping with exclusion. Indeed, lower compared to higher concrete thinking (Study 1) and abstract compared to concrete thinking (Study 2) bolstered the basic need of belonging when excluded. Priming of abstract thinking, moreover, increased participants' sense of belonging both in response to exclusion and inclusion relative to no priming (Study 3). Our results are the first to establish a relationship between construal level and social exclusion, thereby suggesting an alleviating ""abstraction discount"" effect for the consequences of social exclusion. (124 words)."	pubmed								Dr. Michaela Pfundmair																																				
