ut,label,cluster_id1,n_pubs,label1,label2,label3,label4,label5
000432248300005,WOS:000432248300005,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000432248300006,WOS:000432248300006,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000432248300007,WOS:000432248300007,160,21785,concussion,mild traumatic brain injury,sport,chronic traumatic encephalopathy,tbi
000432248300008,WOS:000432248300008,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000432248300009,WOS:000432248300009,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000432263700003,WOS:000432263700003,127,22935,posttraumatic stress disorder,ptsd,refugee,veteran,iraq
000432275900001,WOS:000432275900001,1194,9192,fraction,numerosity,number sense,arithmetic,addition
000432292100005,WOS:000432292100005,1063,10061,synthetic cannabinoid,ecstasy,mdma,methylenedioxymethamphetamine,mephedrone
000432296800001,WOS:000432296800001,402,16851,dilemma game,spatial prisoner,social dilemma,public goods game,ultimatum game
000432296800002,WOS:000432296800002,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000432296800003,WOS:000432296800003,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000432296800003,WOS:000432296800003,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000432296800004,WOS:000432296800004,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000432296800005,WOS:000432296800005,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000432296800006,WOS:000432296800006,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000432296800006,WOS:000432296800006,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000432296800007,WOS:000432296800007,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000432296800007,WOS:000432296800007,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000432296800008,WOS:000432296800008,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000432296800008,WOS:000432296800008,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000432296800009,WOS:000432296800009,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000432310000001,WOS:000432310000001,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000432488600017,WOS:000432488600017,1722,6633,trem2,microglia,microglial activation,cd200,allograft inflammatory factor
000432587100001,WOS:000432587100001,779,12226,transcranial direct current stimulation,tdc,rtms,corticospinal excitability,burst stimulation
000432608600001,WOS:000432608600001,2058,5239,phantom limb pain,rubber hand illusion,body ownership,agency,interoception
000432871200001,WOS:000432871200001,810,12003,creativity,effect,virtual team,team,innovation
000432932700055,WOS:000432932700055,940,10976,deep brain stimulation,subthalamic nucleus,essential tremor,dbs,high frequency stimulation
000432942700054,WOS:000432942700054,940,10976,deep brain stimulation,subthalamic nucleus,essential tremor,dbs,high frequency stimulation
000432949000002,WOS:000432949000002,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000433006700002,WOS:000433006700002,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000433071700001,WOS:000433071700001,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000433132900010,WOS:000433132900010,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000433169000001,WOS:000433169000001,148,22218,nervosa,disorder,bulimia nervosa,anorexia nervosa,body dissatisfaction
000433169000005,WOS:000433169000005,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000433169000048,WOS:000433169000048,770,12354,infant,mind,false belief,imitation,month old infant
000433169000056,WOS:000433169000056,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000433169000059,WOS:000433169000059,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000433184400001,WOS:000433184400001,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000433184400002,WOS:000433184400002,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000433184400003,WOS:000433184400003,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000433184400004,WOS:000433184400004,1765,6440,salivary cortisol,cortisol,cortisol awakening response,psychosocial stress,testosterone
000433184400005,WOS:000433184400005,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000433184400006,WOS:000433184400006,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000433184400007,WOS:000433184400007,659,13536,muscle synergy,visuomotor adaptation,force control,bimanual coordination,human arm
000433223700040,WOS:000433223700040,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000433287300001,WOS:000433287300001,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000433381800001,WOS:000433381800001,794,12105,coarticulation,speech segmentation,acoustic cue,statistical learning,intonation
000433400300013,WOS:000433400300013,260,18980,policing,self control,crime,community policing,deterrence
000433538700006,WOS:000433538700006,975,10722,approximate bayesian computation,skew normal distribution,gaussian mixture,markov chain monte carlo,dirichlet process
000433583600003,WOS:000433583600003,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000433627600018,WOS:000433627600018,1765,6440,salivary cortisol,cortisol,cortisol awakening response,psychosocial stress,testosterone
000433900700001,WOS:000433900700001,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000433903500001,WOS:000433903500001,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000434096400001,WOS:000434096400001,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000434096400002,WOS:000434096400002,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000434096400002,WOS:000434096400002,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000434096400003,WOS:000434096400003,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000434096400003,WOS:000434096400003,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000434096400004,WOS:000434096400004,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000434096400005,WOS:000434096400005,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000434096400006,WOS:000434096400006,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000434096400006,WOS:000434096400006,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000434096400007,WOS:000434096400007,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000434096400008,WOS:000434096400008,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000434096400008,WOS:000434096400008,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000434096400009,WOS:000434096400009,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000434096400009,WOS:000434096400009,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000434096400010,WOS:000434096400010,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000434096400010,WOS:000434096400010,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000434204200001,WOS:000434204200001,586,14336,diffuse optical tomography,fnir,spectroscopy,near infrared spectroscopy,bioluminescence tomography
000434225000004,WOS:000434225000004,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000434322800002,WOS:000434322800002,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000434384900066,WOS:000434384900066,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000434387300003,WOS:000434387300003,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000434409200014,WOS:000434409200014,586,14336,diffuse optical tomography,fnir,spectroscopy,near infrared spectroscopy,bioluminescence tomography
000434491400014,WOS:000434491400014,436,16290,amyotrophic lateral sclerosis,frontotemporal dementia,tdp,primary progressive aphasia,alzheimer
000434491400025,WOS:000434491400025,160,21785,concussion,mild traumatic brain injury,sport,chronic traumatic encephalopathy,tbi
000434659700001,WOS:000434659700001,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000434715700016,WOS:000434715700016,966,10798,mri,magnetic resonance imaging,contrast agent,relaxivity,gadolinium
000434728100005,WOS:000434728100005,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000434747600007,WOS:000434747600007,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000434791300001,WOS:000434791300001,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000434825200001,WOS:000434825200001,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000435046000018,WOS:000435046000018,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000435410000005,WOS:000435410000005,853,11605,happiness,gratitude,positive psychology,character strength,optimism
000435410700014,WOS:000435410700014,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000435425300006,WOS:000435425300006,1371,8334,marital satisfaction,adult attachment,couple,marital quality,attachment style
000435513800001,WOS:000435513800001,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000435528600018,WOS:000435528600018,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000435528600019,WOS:000435528600019,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000435534700015,WOS:000435534700015,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000435624300014,WOS:000435624300014,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000435633100015,WOS:000435633100015,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000436019700053,WOS:000436019700053,1156,9453,internet addiction,internet gaming disorder,facebook,problematic internet use,social networking site
000436108800004,WOS:000436108800004,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000436108800013,WOS:000436108800013,1483,7707,selective mutism,adolescent depression,childhood anxiety,school refusal,stress generation
000436214700025,WOS:000436214700025,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000436218800003,WOS:000436218800003,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000436218800025,WOS:000436218800025,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000436225100025,WOS:000436225100025,966,10798,mri,magnetic resonance imaging,contrast agent,relaxivity,gadolinium
000436471500009,WOS:000436471500009,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000436471500011,WOS:000436471500011,810,12003,creativity,effect,virtual team,team,innovation
000436587600024,WOS:000436587600024,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000436916800044,WOS:000436916800044,770,12354,infant,mind,false belief,imitation,month old infant
000436933400012,WOS:000436933400012,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000436988900001,WOS:000436988900001,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000437067900001,WOS:000437067900001,779,12226,transcranial direct current stimulation,tdc,rtms,corticospinal excitability,burst stimulation
000437165800013,WOS:000437165800013,411,16706,visual working memory,attentional blink,spatial neglect,change blindness,return
000437165800023,WOS:000437165800023,1591,7206,hyperpolarization,absence epilepsy,hcn channel,hcn,barrel cortex
000437280500001,WOS:000437280500001,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000437319200011,WOS:000437319200011,1306,8581,borderline personality disorder,rorschach,dialectical behavior therapy,personality pathology,mentalization
000437351300012,WOS:000437351300012,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000437478500008,WOS:000437478500008,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000437489100001,WOS:000437489100001,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000437682100011,WOS:000437682100011,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000437682100015,WOS:000437682100015,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000437682100029,WOS:000437682100029,770,12354,infant,mind,false belief,imitation,month old infant
000437682100030,WOS:000437682100030,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000437712100001,WOS:000437712100001,186,20972,fall,fall detection,older person,fear,older adult
000437724500001,WOS:000437724500001,1107,9755,gamification,serious game,educational game,digital game,game
000437786100031,WOS:000437786100031,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000438015400003,WOS:000438015400003,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000438015400029,WOS:000438015400029,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000438176500004,WOS:000438176500004,411,16706,visual working memory,attentional blink,spatial neglect,change blindness,return
000438179700018,WOS:000438179700018,1357,8401,httlpr,temperament,serotonin transporter gene,comt,catechol o methyltransferase
000438325700010,WOS:000438325700010,3330,1339,ego depletion,self control,gratification,free will,willpower
000438330000001,WOS:000438330000001,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000438330000002,WOS:000438330000002,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000438330000003,WOS:000438330000003,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000438330000003,WOS:000438330000003,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000438330000004,WOS:000438330000004,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000438330000005,WOS:000438330000005,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000438330000006,WOS:000438330000006,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000438330000006,WOS:000438330000006,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000438330000007,WOS:000438330000007,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000438330000007,WOS:000438330000007,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000438330000008,WOS:000438330000008,1967,5639,dream,memory consolidation,sleep spindle,cyclic alternating pattern,nightmare
000438330000009,WOS:000438330000009,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000438330000009,WOS:000438330000009,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000438330000010,WOS:000438330000010,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000438467800027,WOS:000438467800027,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000438467800051,WOS:000438467800051,851,11606,olfactory bulb,olfactory dysfunction,olfactory epithelium,parkinson,alzheimer
000438467800057,WOS:000438467800057,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000438495400004,WOS:000438495400004,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000438609100001,WOS:000438609100001,890,11268,music therapy,effect,patient,congenital amusia,musical training
000438609100004,WOS:000438609100004,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000438631800021,WOS:000438631800021,1765,6440,salivary cortisol,cortisol,cortisol awakening response,psychosocial stress,testosterone
000438660500014,WOS:000438660500014,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000438666800013,WOS:000438666800013,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000438747800001,WOS:000438747800001,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000438896900009,WOS:000438896900009,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000438951400013,WOS:000438951400013,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000438951400034,WOS:000438951400034,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000439026000057,WOS:000439026000057,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000439491100001,WOS:000439491100001,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000439574700062,WOS:000439574700062,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000439596400001,WOS:000439596400001,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000439672600007,WOS:000439672600007,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000439686700030,WOS:000439686700030,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000439709900018,WOS:000439709900018,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000439735100001,WOS:000439735100001,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000439910500001,WOS:000439910500001,1137,9595,gaba,dehydroepiandrosterone,neurosteroid,allopregnanolone,alzheimer
000439910500002,WOS:000439910500002,1217,9099,loneliness,social isolation,social network,age difference,hardiness
000439910500003,WOS:000439910500003,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000439910500004,WOS:000439910500004,941,10960,alpha,nicotinic acetylcholine receptor,beta,receptor,subunit
000439910500005,WOS:000439910500005,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000439910500006,WOS:000439910500006,1003,10514,obsessive compulsive disorder,tourette syndrome,tourette,ocd,trichotillomania
000439910500007,WOS:000439910500007,1951,5732,dysarthria,stuttering,foreign accent syndrome,auditory feedback,parkinson
000439910500008,WOS:000439910500008,1654,6929,orexin,melanin,hypocretin,narcolepsy,cataplexy
000439910500009,WOS:000439910500009,1720,6640,time perception,interval timing,resurgence,wheel,choice
000439910500010,WOS:000439910500010,388,17133,melatonin,seasonal affective disorder,exogenous melatonin,melatonin treatment,melatonin synthesis
000440054700013,WOS:000440054700013,2550,3622,graph,xml document,graph matching,graph edit distance,graph classification
000440104800005,WOS:000440104800005,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000440141800012,WOS:000440141800012,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000440285800006,WOS:000440285800006,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000440353100003,WOS:000440353100003,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000440377300001,WOS:000440377300001,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000440408100003,WOS:000440408100003,514,15171,fibromyalgia,chronic widespread pain,myofascial pain syndrome,acceptance,pregabalin
000440490500025,WOS:000440490500025,586,14336,diffuse optical tomography,fnir,spectroscopy,near infrared spectroscopy,bioluminescence tomography
000440612400007,WOS:000440612400007,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000440859700007,WOS:000440859700007,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000440870900002,WOS:000440870900002,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000440966600003,WOS:000440966600003,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000440978300006,WOS:000440978300006,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000440982000045,WOS:000440982000045,1217,9099,loneliness,social isolation,social network,age difference,hardiness
000441158200012,WOS:000441158200012,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000441225600003,WOS:000441225600003,24,35615,mini mental state examination,normative data,education,validity,lewy body
000441271200003,WOS:000441271200003,1357,8401,httlpr,temperament,serotonin transporter gene,comt,catechol o methyltransferase
000441276600010,WOS:000441276600010,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000441276600018,WOS:000441276600018,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000441443800005,WOS:000441443800005,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000441490000021,WOS:000441490000021,1900,5946,food addiction,diabetic rat,streptozotocin,obesity,high fat diet
000441496400001,WOS:000441496400001,1306,8581,borderline personality disorder,rorschach,dialectical behavior therapy,personality pathology,mentalization
000441538200026,WOS:000441538200026,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000441638200007,WOS:000441638200007,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000441662800005,WOS:000441662800005,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000441704500011,WOS:000441704500011,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000441708700001,WOS:000441708700001,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000441874500008,WOS:000441874500008,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000441936300004,WOS:000441936300004,160,21785,concussion,mild traumatic brain injury,sport,chronic traumatic encephalopathy,tbi
000441936300016,WOS:000441936300016,2266,4527,cerebellum,cerebellar cortex,eyeblink conditioning,cerebellar purkinje cell,NULL
000441936300018,WOS:000441936300018,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000441936300034,WOS:000441936300034,2986,2318,vegetative state,minimally conscious state,disorder,consciousness,paroxysmal sympathetic hyperactivity
000441936300041,WOS:000441936300041,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000442165100037,WOS:000442165100037,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000442259100001,WOS:000442259100001,2786,2918,beauty,emotion,aesthetic,aesthetic experience,painting
000442358000014,WOS:000442358000014,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000442440400053,WOS:000442440400053,940,10976,deep brain stimulation,subthalamic nucleus,essential tremor,dbs,high frequency stimulation
000442467700002,WOS:000442467700002,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000442467700006,WOS:000442467700006,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000442467700010,WOS:000442467700010,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000442705500005,WOS:000442705500005,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000442870300035,WOS:000442870300035,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000442995700006,WOS:000442995700006,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000443351900011,WOS:000443351900011,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000443388900075,WOS:000443388900075,810,12003,creativity,effect,virtual team,team,innovation
000443430700019,WOS:000443430700019,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000443446100001,WOS:000443446100001,1765,6440,salivary cortisol,cortisol,cortisol awakening response,psychosocial stress,testosterone
000443475800001,WOS:000443475800001,402,16851,dilemma game,spatial prisoner,social dilemma,public goods game,ultimatum game
000443545600014,WOS:000443545600014,195,20830,human auditory cortex,listener,cochlear implant user,reverberation,interaural time difference
000443545600020,WOS:000443545600020,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000443659900001,WOS:000443659900001,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000443739100003,WOS:000443739100003,207,20519,mammalia,carnivora,primate,perissodactyla,rodentia
000443791400003,WOS:000443791400003,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000443791400004,WOS:000443791400004,1329,8476,mindfulness,effect,yoga,systematic review,self compassion
000443791400007,WOS:000443791400007,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000443791400008,WOS:000443791400008,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000443791400012,WOS:000443791400012,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000443824900008,WOS:000443824900008,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000443941200007,WOS:000443941200007,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000443941200009,WOS:000443941200009,770,12354,infant,mind,false belief,imitation,month old infant
000443941200024,WOS:000443941200024,411,16706,visual working memory,attentional blink,spatial neglect,change blindness,return
000443989500006,WOS:000443989500006,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000443994700001,WOS:000443994700001,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000444005200009,WOS:000444005200009,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000444037200007,WOS:000444037200007,1357,8401,httlpr,temperament,serotonin transporter gene,comt,catechol o methyltransferase
000444082900004,WOS:000444082900004,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000444321800001,WOS:000444321800001,853,11605,happiness,gratitude,positive psychology,character strength,optimism
000444326200001,WOS:000444326200001,2366,4186,alexithymia,trait emotional intelligence,emotional awareness,item toronto alexithymia scale,msceit
000444326200002,WOS:000444326200002,2058,5239,phantom limb pain,rubber hand illusion,body ownership,agency,interoception
000444326200002,WOS:000444326200002,2058,5239,phantom limb pain,rubber hand illusion,body ownership,agency,interoception
000444326200003,WOS:000444326200003,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000444326200003,WOS:000444326200003,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000444326200004,WOS:000444326200004,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000444326200005,WOS:000444326200005,1846,6137,hofstede,collectivism,individualism,hikikomori,cultural difference
000444326200005,WOS:000444326200005,1846,6137,hofstede,collectivism,individualism,hikikomori,cultural difference
000444326200006,WOS:000444326200006,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000444326200007,WOS:000444326200007,420,16566,heart rate variability,baroreflex sensitivity,respiratory,hrv,heart rate
000444326200008,WOS:000444326200008,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000444326200008,WOS:000444326200008,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000444326200009,WOS:000444326200009,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000444326200010,WOS:000444326200010,127,22935,posttraumatic stress disorder,ptsd,refugee,veteran,iraq
000444326700001,WOS:000444326700001,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000444326700001,WOS:000444326700001,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000444326700002,WOS:000444326700002,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000444326700003,WOS:000444326700003,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000444326700004,WOS:000444326700004,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000444326700005,WOS:000444326700005,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000444326700005,WOS:000444326700005,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000444326700006,WOS:000444326700006,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000444326700007,WOS:000444326700007,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000444326700007,WOS:000444326700007,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000444326700008,WOS:000444326700008,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000444326700008,WOS:000444326700008,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000444326700009,WOS:000444326700009,890,11268,music therapy,effect,patient,congenital amusia,musical training
000444326700010,WOS:000444326700010,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000444368300001,WOS:000444368300001,2226,4654,placebo effect,anterior cingulate cortex,placebo analgesia,laser,fmri study
000444386400003,WOS:000444386400003,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000444481300005,WOS:000444481300005,86,26192,technology acceptance model,user acceptance,erp,erp system,erp implementation
000444694000018,WOS:000444694000018,1085,9899,association rule,frequent itemset,data mining,sequential pattern,NULL
000444789500002,WOS:000444789500002,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000445034300001,WOS:000445034300001,685,13323,pediatric bipolar disorder,lithium,bipolar depression,affective temperament,bipolar spectrum disorder
000445065300003,WOS:000445065300003,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000445097400014,WOS:000445097400014,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000445165600050,WOS:000445165600050,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
