PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Berman, Marc G.; Peltier, Scott; Nee, Derek Evan; Kross, Ethan; Deldin, Patricia J.; Jonides, John								Depression, rumination and the default network								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				6	5			548	555		10.1093/scan/nsq080			OCT 2011	2011	Major depressive disorder (MDD) has been characterized by excessive default-network activation and connectivity with the subgenual cingulate. These hyper-connectivities are often interpreted as reflecting rumination, where MDDs perseverate on negative, self-referential thoughts. However, the relationship between connectivity and rumination has not been established. Furthermore, previous research has not examined how connectivity with the subgenual cingulate differs when individuals are engaged in a task or not. The purpose of the present study was to examine connectivity of the default network specifically in the subgenual cingulate both on- and off-task, and to examine the relationship between connectivity and rumination. Analyses using a seed-based connectivity approach revealed that MDDs show more neural functional connectivity between the posterior-cingulate cortex and the subgenual-cingulate cortex than healthy individuals during rest periods, but not during task engagement. Importantly, these rest-period connectivities correlated with behavioral measures of rumination and brooding, but not reflection.		[Berman, Marc G.; Peltier, Scott; Kross, Ethan; Deldin, Patricia J.; Jonides, John] Univ Michigan, Dept Psychol, Ann Arbor, MI 48109 USA; [Nee, Derek Evan] Indiana Univ, Dept Psychol & Brain Sci, Bloomington, IN 47405 USA; [Berman, Marc G.] Univ Michigan, Dept Psychol, 530 Church St, Ann Arbor, MI 48109 USA								251							Neurosciences; Psychology; Psychology, Experimental	WOS:000295931000002		
J	Koven, Nancy S.; Roth, Robert M.; Garlinghouse, Matthew A.; Flashman, Laura A.; Saykin, Andrew J.								Regional gray matter correlates of perceived emotional intelligence								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				6	5			582	590		10.1093/scan/nsq084			OCT 2011	2011	Coping with stressful life events requires a degree of skill in the ability to attend to, comprehend, label, communicate and regulate emotions. Individuals vary in the extent to which these skills are developed, with the term 'alexithymia' often applied in the clinical and personality literature to those individuals most compromised in these skills. Although a frontal lobe model of alexithymia is emerging, it is unclear whether such a model satisfactorily reflects brain-related patterns associated with perceived emotional intelligence at the facet level. To determine whether these trait meta-mood facets (ability to attend to, have clarity of and repair emotions) have unique gray matter volume correlates, a voxel-based morphometry study was conducted in 30 healthy adults using the Trait Meta Mood Scale while co-varying for potentially confounding sociodemographic variables. Poorer Attention to Emotion was associated with lower gray matter volume in clusters distributed primarily throughout the frontal lobe, with peak correlation in the left medial frontal gyrus. Poorer Mood Repair was related to lower gray matter volume in three clusters in frontal and inferior parietal areas, with peak correlation in the left anterior cingulate. No significant volumetric correlations emerged for the Clarity of Emotion facet. We discuss the localization of these areas in the context of cortical circuits known to be involved in processes of self-reflection and cognitive control.		[Koven, Nancy S.] Bates Coll, Program Neurosci, Dept Psychol, Lewiston, ME 04240 USA; [Roth, Robert M.; Garlinghouse, Matthew A.; Flashman, Laura A.] DHMC, Dartmouth Med Sch, Dept Psychiat, Brain Imaging Lab, Lebanon, NH 03756 USA; [Roth, Robert M.; Flashman, Laura A.] New Hampshire Hosp, Concord, NH 03301 USA; [Saykin, Andrew J.] Indiana Univ Sch Med, Dept Radiol, Ctr Neuroimaging, Indianapolis, IN 46202 USA; [Koven, Nancy S.] Bates Coll, Program Neurosci, Dept Psychol, 4 Andrews Rd, Lewiston, ME 04240 USA								25							Neurosciences; Psychology; Psychology, Experimental	WOS:000295931000006		
J	Ossewaarde, Lindsey; van Wingen, Guido A.; Kooijman, Sabine C.; Backstrom, Torbjorn; Fernandez, Guillen; Hermans, Erno J.								Changes in functioning of mesolimbic incentive processing circuits during the premenstrual phase								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				6	5			612	620		10.1093/scan/nsq071			OCT 2011	2011	The premenstrual phase of the menstrual cycle is associated with marked changes in normal and abnormal motivated behaviors. Animal studies suggest that such effects may result from actions of gonadal hormones on the mesolimbic dopamine (DA) system. We therefore investigated premenstrual changes in reward-related neural activity in terminal regions of the DA system in humans. Twenty-eight healthy young women underwent functional magnetic resonance imaging on 2 days during the menstrual cycle, once during the late follicular phase and once during the premenstrual phase, in counterbalanced order. Using a modified version of the monetary incentive delay task, we assessed responsiveness of the ventral striatum to reward anticipation. Our results show enhanced ventral striatal responses during the premenstrual as compared to the follicular phase. Moreover, this effect was most pronounced in women reporting more premenstrual symptoms. These findings provide support for the notion that changes in functioning of mesolimbic incentive processing circuits may underlie premenstrual changes in motivated behaviors. Notably, increases in reward-cue responsiveness have previously been associated with DA withdrawal states. Our findings therefore suggest that the sharp decline of gonadal hormone levels in the premenstrual phase may trigger a similar withdrawal-like state.		[Ossewaarde, Lindsey; van Wingen, Guido A.; Kooijman, Sabine C.; Fernandez, Guillen; Hermans, Erno J.] Radboud Univ Nijmegen, Ctr Cognit Neuroimaging, Donders Inst Brain Cognit & Behav, NL-6500 HB Nijmegen, Netherlands; [van Wingen, Guido A.; Fernandez, Guillen; Hermans, Erno J.] Radboud Univ Nijmegen, Med Ctr, Dept Neurol, NL-6500 HB Nijmegen, Netherlands; [Backstrom, Torbjorn] Norrlands Univ Hosp, Dept Clin Sci Obstet & Gynecol, Umea Neurosteroid Res Ctr, Umea, Sweden; [Ossewaarde, Lindsey] Radboud Univ Nijmegen, Ctr Cognit Neuroimaging, Donders Inst Brain Cognit & Behav, POB 9101, NL-6500 HB Nijmegen, Netherlands								42							Neurosciences; Psychology; Psychology, Experimental	WOS:000295931000009		
J	Carlson, Joshua M.; Reinke, Karen S.; LaMontagne, Pamela J.; Habib, Reza								Backward masked fearful faces enhance contralateral occipital cortical activity for visual targets within the spotlight of attention								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				6	5			639	645		10.1093/scan/nsq076			OCT 2011	2011	Spatial attention has been argued to be adaptive by enhancing the processing of visual stimuli within the 'spotlight of attention'. We previously reported that crude threat cues (backward masked fearful faces) facilitate spatial attention through a network of brain regions consisting of the amygdala, anterior cingulate and contralateral visual cortex. However, results from previous functional magnetic resonance imaging (fMRI) dot-probe studies have been inconclusive regarding a fearful face-elicited contralateral modulation of visual targets. Here, we tested the hypothesis that the capture of spatial attention by crude threat cues would facilitate processing of subsequently presented visual stimuli within the masked fearful face-elicited 'spotlight of attention' in the contralateral visual cortex. Participants performed a backward masked fearful face dot-probe task while brain activity was measured with fMRI. Masked fearful face left visual field trials enhanced activity for spatially congruent targets in the right superior occipital gyrus, fusiform gyrus and lateral occipital complex, while masked fearful face right visual field trials enhanced activity in the left middle occipital gyrus. These data indicate that crude threat elicited spatial attention enhances the processing of subsequent visual stimuli in contralateral occipital cortex, which may occur by lowering neural activation thresholds in this retinotopic location.		[Carlson, Joshua M.] SUNY Stony Brook, Dept Biomed Engn, Sch Med, Stony Brook, NY 11794 USA; [Carlson, Joshua M.; Reinke, Karen S.; Habib, Reza] Mem Hosp Carbondale, Carbondale, IL USA; [Carlson, Joshua M.; LaMontagne, Pamela J.; Habib, Reza] So Illinois Univ, Dept Psychol, Carbondale, IL 62901 USA; [Reinke, Karen S.] Univ Illinois, Dept Psychol, Springfield, IL USA; [Carlson, Joshua M.] SUNY Stony Brook, Dept Biomed Engn, Sch Med, Bioengn Bldg Room 117, Stony Brook, NY 11794 USA								25							Neurosciences; Psychology; Psychology, Experimental	WOS:000295931000012		
J	Herbert, Cornelia; Pauli, Paul; Herbert, Beate M.								Self-reference modulates the processing of emotional stimuli in the absence of explicit self-referential appraisal instructions								SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE				6	5			653	661		10.1093/scan/nsq082			OCT 2011	2011	Self-referential evaluation of emotional stimuli has been shown to modify the way emotional stimuli are processed. This study aimed at a new approach by investigating whether self-reference alters emotion processing in the absence of explicit self-referential appraisal instructions. Event-related potentials were measured while subjects spontaneously viewed a series of emotional and neutral nouns. Nouns were preceded either by personal pronouns ('my') indicating self-reference or a definite article ('the') without self-reference. The early posterior negativity, a brain potential reflecting rapid attention capture by emotional stimuli was enhanced for unpleasant and pleasant nouns relative to neutral nouns irrespective of whether nouns were preceded by personal pronouns or articles. Later brain potentials such as the late positive potential were enhanced for unpleasant nouns only when preceded by personal pronouns. Unpleasant nouns were better remembered than pleasant or neutral nouns when paired with a personal pronoun. Correlation analysis showed that this bias in favor of self-related unpleasant concepts can be explained by participants' depression scores. Our results demonstrate that self-reference acts as a first processing filter for emotional material to receive higher order processing after an initial rapid attention capture by emotional content has been completed. Mood-congruent processing may contribute to this effect.		[Herbert, Cornelia; Pauli, Paul] Univ Wurzburg, Dept Psychol, D-97070 Wurzburg, Germany; [Herbert, Beate M.] Univ Tubingen, Univ Tubingen Hosp, Dept Psychosomat Med & Psychotherapy, D-72074 Tubingen, Germany; [Herbert, Cornelia] Univ Wurzburg, Dept Psychol Biol Psychol Clin Psychol & Psychoth, Marcusstr 9-11, D-97070 Wurzburg, Germany								81							Neurosciences; Psychology; Psychology, Experimental	WOS:000295931000014		
J	Volman, Inge; Toni, Ivan; Verhagen, Lennart; Roelofs, Karin								Endogenous Testosterone Modulates Prefrontal-Amygdala Connectivity during Social Emotional Behavior								CEREBRAL CORTEX				21	10			2282	2290		10.1093/cercor/bhr001			OCT 2011	2011	It is clear that the steroid hormone testosterone plays an important role in the regulation of social emotional behavior, but it remains unknown which neural circuits mediate these hormonal influences in humans. We investigated the modulatory effects of endogenous testosterone on the control of social emotional behavior by applying functional magnetic resonance imaging while healthy male participants performed a social approach-avoidance task. This task operationalized social emotional behavior by having participants approach and avoid emotional faces by pulling and pushing a joystick, respectively. Affect-congruent trials mapped the automatic tendency to approach happy faces and avoid angry faces. Affect-incongruent trials required participants to override those automatic action tendencies and select the opposite response (approach-angry, avoid-happy). The social emotional control required by affect-incongruent responses resulted in longer reaction times (RTs) and increased activity at the border of the ventrolateral prefrontal cortex and frontal pole (VLPFC/FP). We show that endogenous testosterone modulates these cerebral congruency effects through 2 mechanisms. First, participants with lower testosterone levels generate larger VLPFC/FP responses during affect-incongruent trials. Second, during the same trials, endogenous testosterone modulates the effective connectivity between the VLPFC/FP and the amygdala. These results indicate that endogenous testosterone influences local prefrontal activity and interregional connectivity supporting the control of social emotional behavior.		[Volman, Inge] Radboud Univ Nijmegen, Donders Inst Brain Cognit & Behav, Ctr Cognit Neuroimaging, NL-6500 HB Nijmegen, Netherlands; [Volman, Inge; Roelofs, Karin] Leiden Univ, Inst Psychol, NL-2300 RB Leiden, Netherlands; [Volman, Inge; Roelofs, Karin] LIBC, NL-2300 RB Leiden, Netherlands; [Verhagen, Lennart] Univ Utrecht, Helmholtz Inst, NL-3508 TC Utrecht, Netherlands; [Roelofs, Karin] Radboud Univ Nijmegen, BSI, NL-6500 HE Nijmegen, Netherlands; [Volman, Inge] Radboud Univ Nijmegen, Donders Inst Brain Cognit & Behav, Ctr Cognit Neuroimaging, POB 9101, NL-6500 HB Nijmegen, Netherlands								111							Neurosciences	WOS:000294808800008		
J	Adams, Reginald B., Jr.; Franklin, Robert G., Jr.; Nelson, Anthony J.; Gordon, Heather L.; Kleck, Robert E.; Whalen, Paul J.; Ambady, Nalini								Differentially tuned responses to restricted versus prolonged awareness of threat: A preliminary fMRI investigation								BRAIN AND COGNITION				77	1			113	119		10.1016/j.bandc.2011.05.001			OCT 2011	2011	Responses to threat occur via two known independent processing routes. We propose that early, reflexive processing is predominantly tuned to the detection of congruent combinations of facial cues that signal threat, whereas later, reflective processing is predominantly tuned to incongruent combinations of threat. To test this prediction, we examined responses to threat-gaze expression pairs (anger versus fear expression by direct versus averted gaze). We report on two functional magnetic resonance imaging (fMRI) studies, one employing prolonged presentations (2 s) of threat-gaze pairs to allow for reflective processing (Study 1), and one employing severely restricted (33 ms), backward masked presentations of threat-gaze pairs to isolate reflexive neural responding (Study 2). Our findings offer initial support for the conclusion that early, reflexive responses to threat are predominantly tuned to congruent threat-gaze pairings, whereas later reflective responses are predominantly tuned to ambiguous threat-gaze pairings. These findings highlight a distinct dual function in threat perception. (C) 2011 Elsevier Inc. All rights reserved.		[Adams, Reginald B., Jr.; Franklin, Robert G., Jr.; Nelson, Anthony J.; Gordon, Heather L.] Penn State Univ, Dept Psychol, University Pk, PA 16802 USA; [Kleck, Robert E.; Whalen, Paul J.] Dartmouth Coll, Dept Psychol & Brain Sci, Hanover, NH 03755 USA; [Ambady, Nalini] Tufts Univ, Dept Psychol, Medford, MA 02155 USA; [Adams, Reginald B., Jr.] Penn State Univ, Dept Psychol, University Pk, PA 16802 USA								9							Neurosciences; Psychology, Experimental	WOS:000294378000015		
J	Lidzba, Karen; Schwilling, Eleonore; Grodd, Wolfgang; Kraegeloh-Mann, Inge; Wilke, Marko								Language comprehension vs. language production: Age effects on fMRI activation								BRAIN AND LANGUAGE				119	1			6	15		10.1016/j.bandl.2011.02.003			OCT 2011	2011	Normal language acquisition is a process that unfolds with amazing speed primarily in the first years of life. However, the refinement of linguistic proficiency is an ongoing process, extending well into childhood and adolescence. An increase in lateralization and a more focussed productive language network have been suggested to be the neural correlates of this process. However, the processes underlying the refinement of language comprehension are less clear. Using a language comprehension (Beep Stories) and a language production (Vowel Identification) task in fMRI, we studied language representation and lateralization in 36 children, adolescents, and young adults (age 6-24 years). For the language comprehension network, we found a more focal activation with age in the bilateral superior temporal gyri. No significant increase of lateralization with age could be observed, so the neural basis of language comprehension as assessed with the Beep Stories task seems to be established in a bilateral network by late childhood. For the productive network, however, we could confirm an increase with age both in focus and lateralization. Only in the language comprehension task did verbal IQ correlate with lateralization, with higher verbal IQ being associated with more right-hemispheric involvement. In some subjects (24%), language comprehension and language production were lateralized to opposite hemispheres. (C) 2011 Elsevier Inc. All rights reserved.		[Lidzba, Karen] Univ Childrens Hosp, Dept Pediat Neurol, D-72076 Tubingen, Germany; [Lidzba, Karen; Schwilling, Eleonore; Kraegeloh-Mann, Inge] Collaborat Res Ctr 833, Tubingen, Germany; [Grodd, Wolfgang] Univ Clin, Radiol Clin, CNS, Sect Expt MR, Tubingen, Germany; [Lidzba, Karen] Univ Childrens Hosp, Dept Pediat Neurol, Hoppe Seyler Str 1, D-72076 Tubingen, Germany								63							Audiology & Speech-Language Pathology; Linguistics; Neurosciences; Psychology, Experimental	WOS:000294513100002		
J	Castro, Antonio; Pearson, Rebecca								Lateralisation of language and emotion in schizotypal personality: Evidence from dichotic listening								PERSONALITY AND INDIVIDUAL DIFFERENCES				51	6			726	731		10.1016/j.paid.2011.06.017			OCT 2011	2011	Striking disturbances have been reported in language and emotional prosody processing by patients diagnosed with schizophrenia. In view of this and of research suggesting that schizotypal personality traits can also be expressed sub-clinically, the present study aimed to discover whether similar disturbances would be reflected in cognitive laterality patterns when symptoms of schizotypy are present yet at a non-clinical level. A dichotic listening task was used to examine the sensitivity and speed with which 132 right-handed participants (85 females and 47 males, mean age = 32.44, SD = 12.29) detected both words and emotional prosody, all of whom also completed the Schizotypal Personality Questionnaire. Findings indicated that both high (n = 64) and low (n = 68) schizotypy groups demonstrated the typical right ear advantage for the detection of words and left ear advantage for the detection of emotional prosody. Individuals with higher schizotypal personality scores also demonstrated poorer sensitivity in detecting emotional prosody. These results reveal that within the healthy population, higher levels of schizotypy are not associated with the atypical lateralisation of language and emotion. Nevertheless, the existence of these symptoms does signal the presence of shared characteristics with the clinical sphere, namely poorer emotion recognition performance. (C) 2011 Elsevier Ltd. All rights reserved.		[Castro, Antonio; Pearson, Rebecca] Nottingham Trent Univ, Psychol Div, Sch Social Sci, Nottingham NG1 4BU, England; [Castro, Antonio] Nottingham Trent Univ, Psychol Div, Sch Social Sci, Burton St, Nottingham NG1 4BU, England								12							Psychology, Social	WOS:000294573200007		
J	Murayama, Kou; Elliot, Andrew J.								Achievement Motivation and Memory: Achievement Goals Differentially Influence Immediate and Delayed Remember-Know Recognition Memory								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				37	10			1339	1348		10.1177/0146167211410575			OCT 2011	2011	Little research has been conducted on achievement motivation and memory and, more specifically, on achievement goals and memory. In the present research, the authors conducted two experiments designed to examine the influence of mastery-approach and performance-approach goals on immediate and delayed remember-know recognition memory. The experiments revealed differential effects for achievement goals over time: Performance-approach goals showed higher correct remember responding on an immediate recognition test, whereas mastery-approach goals showed higher correct remember responding on a delayed recognition test. Achievement goals had no influence on overall recognition memory and no consistent influence on know responding across experiments. These findings indicate that it is important to consider quality, not just quantity, in both motivation and memory, when studying relations between these constructs.		[Murayama, Kou] Univ Munich, Dept Psychol, D-80802 Munich, Germany; [Elliot, Andrew J.] Univ Rochester, Rochester, NY USA; [Murayama, Kou] Univ Munich, Dept Psychol, Leopoldstr 13,PF 67, D-80802 Munich, Germany								17							Psychology, Social	WOS:000294473900005		
J	Mowrer, Samantha M.; Jahn, Andrew A.; Abduljalil, Amir; Cunningham, William A.								The Value of Success: Acquiring Gains, Avoiding Losses, and Simply Being Successful								PLOS ONE				6	9					e25307	10.1371/journal.pone.0025307			SEP 22 2011	2011	A large network of spatially contiguous, yet anatomically distinct regions in medial frontal cortex is involved in reward processing. Although it is clear these regions play a role in critical aspects of reward-related learning and decision-making, the individual contributions of each component remains unclear. We explored dissociations in reward processing throughout several key regions in the reward system and aimed to clarify the nature of previously observed outcome-related activity in a portion of anterior medial orbitofrontal cortex (mOFC). Specifically, we tested whether activity in anterior mOFC was related to processing successful actions, such that this region would respond similarly to rewards with and without tangible benefits, or whether this region instead encoded only quantifiable outcome values (e. g., money). Participants performed a task where they encountered monetary gains and losses (and non-gains and non-losses) during fMRI scanning. Critically, in addition to the outcomes with monetary consequences, the task included trials that provided outcomes without tangible benefits (participants were simply told that they were correct or incorrect). We found that anterior mOFC responded to all successful outcomes regardless of whether they carried tangible benefits (monetary gains and non-losses) or not (controls). These results support the hypothesis that anterior mOFC processes rewards in terms of a common currency and is capable of providing reward-based signals for everything we value, whether it be primary or secondary rewards or simply a successful experience without objectively quantifiable benefits.		[Mowrer, Samantha M.; Cunningham, William A.] Ohio State Univ, Dept Psychol, Columbus, OH 43210 USA; [Jahn, Andrew A.] Indiana Univ, Dept Psychol & Brain Sci, Bloomington, IN USA; [Abduljalil, Amir] Ohio State Univ, Dept Radiol, Columbus, OH 43210 USA; [Cunningham, William A.] Ohio State Univ, Ctr Cognit & Behav Brain Imaging, Columbus, OH 43210 USA; [Mowrer, Samantha M.] Ohio State Univ, Dept Psychol, Columbus, OH 43210 USA								2							Multidisciplinary Sciences	WOS:000295265100085		
